field_id,year,company_type,listed_security_sessions,dsl_non_null,dsl_missing
financial.indicator.adminexp_of_gr,2010,not_provided_by_source,452712,448961,3751
financial.indicator.adminexp_of_gr,2011,not_provided_by_source,536606,532628,3978
financial.indicator.adminexp_of_gr,2012,not_provided_by_source,586712,583661,3051
financial.indicator.adminexp_of_gr,2013,not_provided_by_source,587580,586482,1098
financial.indicator.adminexp_of_gr,2014,not_provided_by_source,620068,618610,1458
financial.indicator.adminexp_of_gr,2015,not_provided_by_source,665185,664263,922
financial.indicator.adminexp_of_gr,2016,not_provided_by_source,704146,703296,850
financial.indicator.adminexp_of_gr,2017,not_provided_by_source,799069,798543,526
financial.indicator.adminexp_of_gr,2018,not_provided_by_source,856805,856183,622
financial.indicator.adminexp_of_gr,2019,not_provided_by_source,890261,889728,533
financial.indicator.adminexp_of_gr,2020,not_provided_by_source,952002,950523,1479
financial.indicator.adminexp_of_gr,2021,not_provided_by_source,1062390,1058969,3421
financial.indicator.adminexp_of_gr,2022,not_provided_by_source,1149262,1143626,5636
financial.indicator.adminexp_of_gr,2023,not_provided_by_source,1211954,1204044,7910
financial.indicator.adminexp_of_gr,2024,not_provided_by_source,1236332,1233556,2776
financial.indicator.adminexp_of_gr,2025,not_provided_by_source,1251467,1246661,4806
financial.indicator.adminexp_of_gr,2026,not_provided_by_source,868253,857425,10828
financial.indicator.ar_turn,2010,not_provided_by_source,452712,436257,16455
financial.indicator.ar_turn,2011,not_provided_by_source,536606,518075,18531
financial.indicator.ar_turn,2012,not_provided_by_source,586712,568784,17928
financial.indicator.ar_turn,2013,not_provided_by_source,587580,572100,15480
financial.indicator.ar_turn,2014,not_provided_by_source,620068,604930,15138
financial.indicator.ar_turn,2015,not_provided_by_source,665185,648880,16305
financial.indicator.ar_turn,2016,not_provided_by_source,704146,685960,18186
financial.indicator.ar_turn,2017,not_provided_by_source,799069,776799,22270
financial.indicator.ar_turn,2018,not_provided_by_source,856805,829175,27630
financial.indicator.ar_turn,2019,not_provided_by_source,890261,847356,42905
financial.indicator.ar_turn,2020,not_provided_by_source,952002,921592,30410
financial.indicator.ar_turn,2021,not_provided_by_source,1062390,1027434,34956
financial.indicator.ar_turn,2022,not_provided_by_source,1149262,1108912,40350
financial.indicator.ar_turn,2023,not_provided_by_source,1211954,1169530,42424
financial.indicator.ar_turn,2024,not_provided_by_source,1236332,1203738,32594
financial.indicator.ar_turn,2025,not_provided_by_source,1251467,1218186,33281
financial.indicator.ar_turn,2026,not_provided_by_source,868253,847495,20758
financial.indicator.arturn_days,2010,not_provided_by_source,452712,435684,17028
financial.indicator.arturn_days,2011,not_provided_by_source,536606,517616,18990
financial.indicator.arturn_days,2012,not_provided_by_source,586712,568465,18247
financial.indicator.arturn_days,2013,not_provided_by_source,587580,571935,15645
financial.indicator.arturn_days,2014,not_provided_by_source,620068,604930,15138
financial.indicator.arturn_days,2015,not_provided_by_source,665185,648801,16384
financial.indicator.arturn_days,2016,not_provided_by_source,704146,685791,18355
financial.indicator.arturn_days,2017,not_provided_by_source,799069,776714,22355
financial.indicator.arturn_days,2018,not_provided_by_source,856805,829138,27667
financial.indicator.arturn_days,2019,not_provided_by_source,890261,847356,42905
financial.indicator.arturn_days,2020,not_provided_by_source,952002,921376,30626
financial.indicator.arturn_days,2021,not_provided_by_source,1062390,1025771,36619
financial.indicator.arturn_days,2022,not_provided_by_source,1149262,1107110,42152
financial.indicator.arturn_days,2023,not_provided_by_source,1211954,1168749,43205
financial.indicator.arturn_days,2024,not_provided_by_source,1236332,1203282,33050
financial.indicator.arturn_days,2025,not_provided_by_source,1251467,1217593,33874
financial.indicator.arturn_days,2026,not_provided_by_source,868253,813771,54482
financial.indicator.assets_to_eqt,2010,not_provided_by_source,452712,439446,13266
financial.indicator.assets_to_eqt,2011,not_provided_by_source,536606,524816,11790
financial.indicator.assets_to_eqt,2012,not_provided_by_source,586712,575901,10811
financial.indicator.assets_to_eqt,2013,not_provided_by_source,587580,580991,6589
financial.indicator.assets_to_eqt,2014,not_provided_by_source,620068,616585,3483
financial.indicator.assets_to_eqt,2015,not_provided_by_source,665185,661448,3737
financial.indicator.assets_to_eqt,2016,not_provided_by_source,704146,700375,3771
financial.indicator.assets_to_eqt,2017,not_provided_by_source,799069,796294,2775
financial.indicator.assets_to_eqt,2018,not_provided_by_source,856805,852639,4166
financial.indicator.assets_to_eqt,2019,not_provided_by_source,890261,882890,7371
financial.indicator.assets_to_eqt,2020,not_provided_by_source,952002,941773,10229
financial.indicator.assets_to_eqt,2021,not_provided_by_source,1062390,1050989,11401
financial.indicator.assets_to_eqt,2022,not_provided_by_source,1149262,1136830,12432
financial.indicator.assets_to_eqt,2023,not_provided_by_source,1211954,1195551,16403
financial.indicator.assets_to_eqt,2024,not_provided_by_source,1236332,1226712,9620
financial.indicator.assets_to_eqt,2025,not_provided_by_source,1251467,1239829,11638
financial.indicator.assets_to_eqt,2026,not_provided_by_source,868253,860618,7635
financial.indicator.assets_turn,2010,not_provided_by_source,452712,450111,2601
financial.indicator.assets_turn,2011,not_provided_by_source,536606,533828,2778
financial.indicator.assets_turn,2012,not_provided_by_source,586712,584466,2246
financial.indicator.assets_turn,2013,not_provided_by_source,587580,586860,720
financial.indicator.assets_turn,2014,not_provided_by_source,620068,619657,411
financial.indicator.assets_turn,2015,not_provided_by_source,665185,664066,1119
financial.indicator.assets_turn,2016,not_provided_by_source,704146,701634,2512
financial.indicator.assets_turn,2017,not_provided_by_source,799069,795361,3708
financial.indicator.assets_turn,2018,not_provided_by_source,856805,851527,5278
financial.indicator.assets_turn,2019,not_provided_by_source,890261,882564,7697
financial.indicator.assets_turn,2020,not_provided_by_source,952002,940422,11580
financial.indicator.assets_turn,2021,not_provided_by_source,1062390,1045097,17293
financial.indicator.assets_turn,2022,not_provided_by_source,1149262,1126093,23169
financial.indicator.assets_turn,2023,not_provided_by_source,1211954,1186778,25176
financial.indicator.assets_turn,2024,not_provided_by_source,1236332,1229011,7321
financial.indicator.assets_turn,2025,not_provided_by_source,1251467,1243623,7844
financial.indicator.assets_turn,2026,not_provided_by_source,868253,865195,3058
financial.indicator.assets_ytd_growth,2010,not_provided_by_source,452712,452549,163
financial.indicator.assets_ytd_growth,2011,not_provided_by_source,536606,536499,107
financial.indicator.assets_ytd_growth,2012,not_provided_by_source,586712,586662,50
financial.indicator.assets_ytd_growth,2013,not_provided_by_source,587580,587393,187
financial.indicator.assets_ytd_growth,2014,not_provided_by_source,620068,619823,245
financial.indicator.assets_ytd_growth,2015,not_provided_by_source,665185,664374,811
financial.indicator.assets_ytd_growth,2016,not_provided_by_source,704146,702683,1463
financial.indicator.assets_ytd_growth,2017,not_provided_by_source,799069,796942,2127
financial.indicator.assets_ytd_growth,2018,not_provided_by_source,856805,853128,3677
financial.indicator.assets_ytd_growth,2019,not_provided_by_source,890261,885117,5144
financial.indicator.assets_ytd_growth,2020,not_provided_by_source,952002,943277,8725
financial.indicator.assets_ytd_growth,2021,not_provided_by_source,1062390,1047241,15149
financial.indicator.assets_ytd_growth,2022,not_provided_by_source,1149262,1128412,20850
financial.indicator.assets_ytd_growth,2023,not_provided_by_source,1211954,984673,227281
financial.indicator.assets_ytd_growth,2024,not_provided_by_source,1236332,1199740,36592
financial.indicator.assets_ytd_growth,2025,not_provided_by_source,1251467,1231318,20149
financial.indicator.assets_ytd_growth,2026,not_provided_by_source,868253,862604,5649
financial.indicator.basic_eps_yoy,2010,not_provided_by_source,452712,446779,5933
financial.indicator.basic_eps_yoy,2011,not_provided_by_source,536606,530262,6344
financial.indicator.basic_eps_yoy,2012,not_provided_by_source,586712,581987,4725
financial.indicator.basic_eps_yoy,2013,not_provided_by_source,587580,586778,802
financial.indicator.basic_eps_yoy,2014,not_provided_by_source,620068,617302,2766
financial.indicator.basic_eps_yoy,2015,not_provided_by_source,665185,660887,4298
financial.indicator.basic_eps_yoy,2016,not_provided_by_source,704146,700421,3725
financial.indicator.basic_eps_yoy,2017,not_provided_by_source,799069,791255,7814
financial.indicator.basic_eps_yoy,2018,not_provided_by_source,856805,853131,3674
financial.indicator.basic_eps_yoy,2019,not_provided_by_source,890261,887613,2648
financial.indicator.basic_eps_yoy,2020,not_provided_by_source,952002,948341,3661
financial.indicator.basic_eps_yoy,2021,not_provided_by_source,1062390,1055819,6571
financial.indicator.basic_eps_yoy,2022,not_provided_by_source,1149262,1144998,4264
financial.indicator.basic_eps_yoy,2023,not_provided_by_source,1211954,1204104,7850
financial.indicator.basic_eps_yoy,2024,not_provided_by_source,1236332,1230628,5704
financial.indicator.basic_eps_yoy,2025,not_provided_by_source,1251467,1245310,6157
financial.indicator.basic_eps_yoy,2026,not_provided_by_source,868253,863711,4542
financial.indicator.bps,2010,not_provided_by_source,452712,452530,182
financial.indicator.bps,2011,not_provided_by_source,536606,536577,29
financial.indicator.bps,2012,not_provided_by_source,586712,586712,0
financial.indicator.bps,2013,not_provided_by_source,587580,587557,23
financial.indicator.bps,2014,not_provided_by_source,620068,618850,1218
financial.indicator.bps,2015,not_provided_by_source,665185,665107,78
financial.indicator.bps,2016,not_provided_by_source,704146,703940,206
financial.indicator.bps,2017,not_provided_by_source,799069,798691,378
financial.indicator.bps,2018,not_provided_by_source,856805,856172,633
financial.indicator.bps,2019,not_provided_by_source,890261,889444,817
financial.indicator.bps,2020,not_provided_by_source,952002,950880,1122
financial.indicator.bps,2021,not_provided_by_source,1062390,1059994,2396
financial.indicator.bps,2022,not_provided_by_source,1149262,1143779,5483
financial.indicator.bps,2023,not_provided_by_source,1211954,1199511,12443
financial.indicator.bps,2024,not_provided_by_source,1236332,1226884,9448
financial.indicator.bps,2025,not_provided_by_source,1251467,1238473,12994
financial.indicator.bps,2026,not_provided_by_source,868253,861778,6475
financial.indicator.bps_ytd_growth,2010,not_provided_by_source,452712,452419,293
financial.indicator.bps_ytd_growth,2011,not_provided_by_source,536606,536408,198
financial.indicator.bps_ytd_growth,2012,not_provided_by_source,586712,586676,36
financial.indicator.bps_ytd_growth,2013,not_provided_by_source,587580,587385,195
financial.indicator.bps_ytd_growth,2014,not_provided_by_source,620068,618283,1785
financial.indicator.bps_ytd_growth,2015,not_provided_by_source,665185,664157,1028
financial.indicator.bps_ytd_growth,2016,not_provided_by_source,704146,701346,2800
financial.indicator.bps_ytd_growth,2017,not_provided_by_source,799069,794652,4417
financial.indicator.bps_ytd_growth,2018,not_provided_by_source,856805,850198,6607
financial.indicator.bps_ytd_growth,2019,not_provided_by_source,890261,881090,9171
financial.indicator.bps_ytd_growth,2020,not_provided_by_source,952002,938938,13064
financial.indicator.bps_ytd_growth,2021,not_provided_by_source,1062390,1041827,20563
financial.indicator.bps_ytd_growth,2022,not_provided_by_source,1149262,1121436,27826
financial.indicator.bps_ytd_growth,2023,not_provided_by_source,1211954,1180897,31057
financial.indicator.bps_ytd_growth,2024,not_provided_by_source,1236332,1221739,14593
financial.indicator.bps_ytd_growth,2025,not_provided_by_source,1251467,1234296,17171
financial.indicator.bps_ytd_growth,2026,not_provided_by_source,868253,823882,44371
financial.indicator.ca_to_assets,2010,not_provided_by_source,452712,444420,8292
financial.indicator.ca_to_assets,2011,not_provided_by_source,536606,527434,9172
financial.indicator.ca_to_assets,2012,not_provided_by_source,586712,576664,10048
financial.indicator.ca_to_assets,2013,not_provided_by_source,587580,577799,9781
financial.indicator.ca_to_assets,2014,not_provided_by_source,620068,609287,10781
financial.indicator.ca_to_assets,2015,not_provided_by_source,665185,654316,10869
financial.indicator.ca_to_assets,2016,not_provided_by_source,704146,691917,12229
financial.indicator.ca_to_assets,2017,not_provided_by_source,799069,784058,15011
financial.indicator.ca_to_assets,2018,not_provided_by_source,856805,839733,17072
financial.indicator.ca_to_assets,2019,not_provided_by_source,890261,870168,20093
financial.indicator.ca_to_assets,2020,not_provided_by_source,952002,930271,21731
financial.indicator.ca_to_assets,2021,not_provided_by_source,1062390,1038350,24040
financial.indicator.ca_to_assets,2022,not_provided_by_source,1149262,1122090,27172
financial.indicator.ca_to_assets,2023,not_provided_by_source,1211954,1179638,32316
financial.indicator.ca_to_assets,2024,not_provided_by_source,1236332,1208972,27360
financial.indicator.ca_to_assets,2025,not_provided_by_source,1251467,1222582,28885
financial.indicator.ca_to_assets,2026,not_provided_by_source,868253,850313,17940
financial.indicator.ca_turn,2010,not_provided_by_source,452712,441985,10727
financial.indicator.ca_turn,2011,not_provided_by_source,536606,524710,11896
financial.indicator.ca_turn,2012,not_provided_by_source,586712,574342,12370
financial.indicator.ca_turn,2013,not_provided_by_source,587580,577125,10455
financial.indicator.ca_turn,2014,not_provided_by_source,620068,608970,11098
financial.indicator.ca_turn,2015,not_provided_by_source,665185,653298,11887
financial.indicator.ca_turn,2016,not_provided_by_source,704146,689847,14299
financial.indicator.ca_turn,2017,not_provided_by_source,799069,781065,18004
financial.indicator.ca_turn,2018,not_provided_by_source,856805,835334,21471
financial.indicator.ca_turn,2019,not_provided_by_source,890261,864536,25725
financial.indicator.ca_turn,2020,not_provided_by_source,952002,921866,30136
financial.indicator.ca_turn,2021,not_provided_by_source,1062390,1025306,37084
financial.indicator.ca_turn,2022,not_provided_by_source,1149262,1106302,42960
financial.indicator.ca_turn,2023,not_provided_by_source,1211954,1167139,44815
financial.indicator.ca_turn,2024,not_provided_by_source,1236332,1205758,30574
financial.indicator.ca_turn,2025,not_provided_by_source,1251467,1219700,31767
financial.indicator.ca_turn,2026,not_provided_by_source,868253,848790,19463
financial.indicator.capital_rese_ps,2010,not_provided_by_source,452712,450152,2560
financial.indicator.capital_rese_ps,2011,not_provided_by_source,536606,534603,2003
financial.indicator.capital_rese_ps,2012,not_provided_by_source,586712,584760,1952
financial.indicator.capital_rese_ps,2013,not_provided_by_source,587580,584319,3261
financial.indicator.capital_rese_ps,2014,not_provided_by_source,620068,615991,4077
financial.indicator.capital_rese_ps,2015,not_provided_by_source,665185,662140,3045
financial.indicator.capital_rese_ps,2016,not_provided_by_source,704146,700533,3613
financial.indicator.capital_rese_ps,2017,not_provided_by_source,799069,795059,4010
financial.indicator.capital_rese_ps,2018,not_provided_by_source,856805,853613,3192
financial.indicator.capital_rese_ps,2019,not_provided_by_source,890261,886551,3710
financial.indicator.capital_rese_ps,2020,not_provided_by_source,952002,948138,3864
financial.indicator.capital_rese_ps,2021,not_provided_by_source,1062390,1057716,4674
financial.indicator.capital_rese_ps,2022,not_provided_by_source,1149262,1145007,4255
financial.indicator.capital_rese_ps,2023,not_provided_by_source,1211954,1205864,6090
financial.indicator.capital_rese_ps,2024,not_provided_by_source,1236332,1227060,9272
financial.indicator.capital_rese_ps,2025,not_provided_by_source,1251467,1240683,10784
financial.indicator.capital_rese_ps,2026,not_provided_by_source,868253,861183,7070
financial.indicator.capitalized_to_da,2010,not_provided_by_source,452712,113027,339685
financial.indicator.capitalized_to_da,2011,not_provided_by_source,536606,135384,401222
financial.indicator.capitalized_to_da,2012,not_provided_by_source,586712,142834,443878
financial.indicator.capitalized_to_da,2013,not_provided_by_source,587580,136244,451336
financial.indicator.capitalized_to_da,2014,not_provided_by_source,620068,149906,470162
financial.indicator.capitalized_to_da,2015,not_provided_by_source,665185,163104,502081
financial.indicator.capitalized_to_da,2016,not_provided_by_source,704146,161939,542207
financial.indicator.capitalized_to_da,2017,not_provided_by_source,799069,189836,609233
financial.indicator.capitalized_to_da,2018,not_provided_by_source,856805,182447,674358
financial.indicator.capitalized_to_da,2019,not_provided_by_source,890261,184614,705647
financial.indicator.capitalized_to_da,2020,not_provided_by_source,952002,191699,760303
financial.indicator.capitalized_to_da,2021,not_provided_by_source,1062390,219276,843114
financial.indicator.capitalized_to_da,2022,not_provided_by_source,1149262,232045,917217
financial.indicator.capitalized_to_da,2023,not_provided_by_source,1211954,236013,975941
financial.indicator.capitalized_to_da,2024,not_provided_by_source,1236332,230421,1005911
financial.indicator.capitalized_to_da,2025,not_provided_by_source,1251467,240155,1011312
financial.indicator.capitalized_to_da,2026,not_provided_by_source,868253,94440,773813
financial.indicator.cash_ratio,2010,not_provided_by_source,452712,444385,8327
financial.indicator.cash_ratio,2011,not_provided_by_source,536606,527186,9420
financial.indicator.cash_ratio,2012,not_provided_by_source,586712,576503,10209
financial.indicator.cash_ratio,2013,not_provided_by_source,587580,577708,9872
financial.indicator.cash_ratio,2014,not_provided_by_source,620068,608646,11422
financial.indicator.cash_ratio,2015,not_provided_by_source,665185,654265,10920
financial.indicator.cash_ratio,2016,not_provided_by_source,704146,691950,12196
financial.indicator.cash_ratio,2017,not_provided_by_source,799069,783998,15071
financial.indicator.cash_ratio,2018,not_provided_by_source,856805,839839,16966
financial.indicator.cash_ratio,2019,not_provided_by_source,890261,870299,19962
financial.indicator.cash_ratio,2020,not_provided_by_source,952002,922699,29303
financial.indicator.cash_ratio,2021,not_provided_by_source,1062390,1020301,42089
financial.indicator.cash_ratio,2022,not_provided_by_source,1149262,1093787,55475
financial.indicator.cash_ratio,2023,not_provided_by_source,1211954,1131960,79994
financial.indicator.cash_ratio,2024,not_provided_by_source,1236332,1192714,43618
financial.indicator.cash_ratio,2025,not_provided_by_source,1251467,1028288,223179
financial.indicator.cash_ratio,2026,not_provided_by_source,868253,769495,98758
financial.indicator.cash_to_liqdebt,2010,not_provided_by_source,452712,444385,8327
financial.indicator.cash_to_liqdebt,2011,not_provided_by_source,536606,527186,9420
financial.indicator.cash_to_liqdebt,2012,not_provided_by_source,586712,576503,10209
financial.indicator.cash_to_liqdebt,2013,not_provided_by_source,587580,577567,10013
financial.indicator.cash_to_liqdebt,2014,not_provided_by_source,620068,608556,11512
financial.indicator.cash_to_liqdebt,2015,not_provided_by_source,665185,654138,11047
financial.indicator.cash_to_liqdebt,2016,not_provided_by_source,704146,691733,12413
financial.indicator.cash_to_liqdebt,2017,not_provided_by_source,799069,783851,15218
financial.indicator.cash_to_liqdebt,2018,not_provided_by_source,856805,839832,16973
financial.indicator.cash_to_liqdebt,2019,not_provided_by_source,890261,870479,19782
financial.indicator.cash_to_liqdebt,2020,not_provided_by_source,952002,930564,21438
financial.indicator.cash_to_liqdebt,2021,not_provided_by_source,1062390,1039008,23382
financial.indicator.cash_to_liqdebt,2022,not_provided_by_source,1149262,1123591,25671
financial.indicator.cash_to_liqdebt,2023,not_provided_by_source,1211954,1183088,28866
financial.indicator.cash_to_liqdebt,2024,not_provided_by_source,1236332,1209798,26534
financial.indicator.cash_to_liqdebt,2025,not_provided_by_source,1251467,1224465,27002
financial.indicator.cash_to_liqdebt,2026,not_provided_by_source,868253,850625,17628
financial.indicator.cash_to_liqdebt_withinterest,2010,not_provided_by_source,452712,378302,74410
financial.indicator.cash_to_liqdebt_withinterest,2011,not_provided_by_source,536606,423245,113361
financial.indicator.cash_to_liqdebt_withinterest,2012,not_provided_by_source,586712,460434,126278
financial.indicator.cash_to_liqdebt_withinterest,2013,not_provided_by_source,587580,463907,123673
financial.indicator.cash_to_liqdebt_withinterest,2014,not_provided_by_source,620068,500937,119131
financial.indicator.cash_to_liqdebt_withinterest,2015,not_provided_by_source,665185,544827,120358
financial.indicator.cash_to_liqdebt_withinterest,2016,not_provided_by_source,704146,577433,126713
financial.indicator.cash_to_liqdebt_withinterest,2017,not_provided_by_source,799069,639586,159483
financial.indicator.cash_to_liqdebt_withinterest,2018,not_provided_by_source,856805,687105,169700
financial.indicator.cash_to_liqdebt_withinterest,2019,not_provided_by_source,890261,729580,160681
financial.indicator.cash_to_liqdebt_withinterest,2020,not_provided_by_source,952002,780990,171012
financial.indicator.cash_to_liqdebt_withinterest,2021,not_provided_by_source,1062390,885049,177341
financial.indicator.cash_to_liqdebt_withinterest,2022,not_provided_by_source,1149262,1040908,108354
financial.indicator.cash_to_liqdebt_withinterest,2023,not_provided_by_source,1211954,1136951,75003
financial.indicator.cash_to_liqdebt_withinterest,2024,not_provided_by_source,1236332,1167982,68350
financial.indicator.cash_to_liqdebt_withinterest,2025,not_provided_by_source,1251467,1188032,63435
financial.indicator.cash_to_liqdebt_withinterest,2026,not_provided_by_source,868253,826355,41898
financial.indicator.cfps,2010,not_provided_by_source,452712,452570,142
financial.indicator.cfps,2011,not_provided_by_source,536606,536495,111
financial.indicator.cfps,2012,not_provided_by_source,586712,586712,0
financial.indicator.cfps,2013,not_provided_by_source,587580,587580,0
financial.indicator.cfps,2014,not_provided_by_source,620068,618730,1338
financial.indicator.cfps,2015,not_provided_by_source,665185,665185,0
financial.indicator.cfps,2016,not_provided_by_source,704146,704146,0
financial.indicator.cfps,2017,not_provided_by_source,799069,798874,195
financial.indicator.cfps,2018,not_provided_by_source,856805,856748,57
financial.indicator.cfps,2019,not_provided_by_source,890261,890250,11
financial.indicator.cfps,2020,not_provided_by_source,952002,951949,53
financial.indicator.cfps,2021,not_provided_by_source,1062390,1062345,45
financial.indicator.cfps,2022,not_provided_by_source,1149262,1148846,416
financial.indicator.cfps,2023,not_provided_by_source,1211954,1209469,2485
financial.indicator.cfps,2024,not_provided_by_source,1236332,1230738,5594
financial.indicator.cfps,2025,not_provided_by_source,1251467,1245585,5882
financial.indicator.cfps,2026,not_provided_by_source,868253,863954,4299
financial.indicator.cogs_of_sales,2010,not_provided_by_source,452712,440608,12104
financial.indicator.cogs_of_sales,2011,not_provided_by_source,536606,523208,13398
financial.indicator.cogs_of_sales,2012,not_provided_by_source,586712,573547,13165
financial.indicator.cogs_of_sales,2013,not_provided_by_source,587580,576584,10996
financial.indicator.cogs_of_sales,2014,not_provided_by_source,620068,608596,11472
financial.indicator.cogs_of_sales,2015,not_provided_by_source,665185,652869,12316
financial.indicator.cogs_of_sales,2016,not_provided_by_source,704146,690916,13230
financial.indicator.cogs_of_sales,2017,not_provided_by_source,799069,783686,15383
financial.indicator.cogs_of_sales,2018,not_provided_by_source,856805,839246,17559
financial.indicator.cogs_of_sales,2019,not_provided_by_source,890261,869318,20943
financial.indicator.cogs_of_sales,2020,not_provided_by_source,952002,928533,23469
financial.indicator.cogs_of_sales,2021,not_provided_by_source,1062390,1036605,25785
financial.indicator.cogs_of_sales,2022,not_provided_by_source,1149262,1120790,28472
financial.indicator.cogs_of_sales,2023,not_provided_by_source,1211954,1179408,32546
financial.indicator.cogs_of_sales,2024,not_provided_by_source,1236332,1208600,27732
financial.indicator.cogs_of_sales,2025,not_provided_by_source,1251467,1222317,29150
financial.indicator.cogs_of_sales,2026,not_provided_by_source,868253,849799,18454
financial.indicator.current_exint,2010,not_provided_by_source,452712,444725,7987
financial.indicator.current_exint,2011,not_provided_by_source,536606,527617,8989
financial.indicator.current_exint,2012,not_provided_by_source,586712,576714,9998
financial.indicator.current_exint,2013,not_provided_by_source,587580,577822,9758
financial.indicator.current_exint,2014,not_provided_by_source,620068,609198,10870
financial.indicator.current_exint,2015,not_provided_by_source,665185,654375,10810
financial.indicator.current_exint,2016,not_provided_by_source,704146,691950,12196
financial.indicator.current_exint,2017,not_provided_by_source,799069,783973,15096
financial.indicator.current_exint,2018,not_provided_by_source,856805,839900,16905
financial.indicator.current_exint,2019,not_provided_by_source,890261,870479,19782
financial.indicator.current_exint,2020,not_provided_by_source,952002,930486,21516
financial.indicator.current_exint,2021,not_provided_by_source,1062390,1038752,23638
financial.indicator.current_exint,2022,not_provided_by_source,1149262,1123732,25530
financial.indicator.current_exint,2023,not_provided_by_source,1211954,1182822,29132
financial.indicator.current_exint,2024,not_provided_by_source,1236332,1209919,26413
financial.indicator.current_exint,2025,not_provided_by_source,1251467,1223743,27724
financial.indicator.current_exint,2026,not_provided_by_source,868253,849513,18740
financial.indicator.current_ratio,2010,not_provided_by_source,452712,444420,8292
financial.indicator.current_ratio,2011,not_provided_by_source,536606,527212,9394
financial.indicator.current_ratio,2012,not_provided_by_source,586712,576655,10057
financial.indicator.current_ratio,2013,not_provided_by_source,587580,577722,9858
financial.indicator.current_ratio,2014,not_provided_by_source,620068,608856,11212
financial.indicator.current_ratio,2015,not_provided_by_source,665185,654270,10915
financial.indicator.current_ratio,2016,not_provided_by_source,704146,693289,10857
financial.indicator.current_ratio,2017,not_provided_by_source,799069,785799,13270
financial.indicator.current_ratio,2018,not_provided_by_source,856805,841648,15157
financial.indicator.current_ratio,2019,not_provided_by_source,890261,872519,17742
financial.indicator.current_ratio,2020,not_provided_by_source,952002,932553,19449
financial.indicator.current_ratio,2021,not_provided_by_source,1062390,1040951,21439
financial.indicator.current_ratio,2022,not_provided_by_source,1149262,1125036,24226
financial.indicator.current_ratio,2023,not_provided_by_source,1211954,1183267,28687
financial.indicator.current_ratio,2024,not_provided_by_source,1236332,1211258,25074
financial.indicator.current_ratio,2025,not_provided_by_source,1251467,1224289,27178
financial.indicator.current_ratio,2026,not_provided_by_source,868253,851151,17102
financial.indicator.currentdebt_to_debt,2010,not_provided_by_source,452712,444548,8164
financial.indicator.currentdebt_to_debt,2011,not_provided_by_source,536606,527379,9227
financial.indicator.currentdebt_to_debt,2012,not_provided_by_source,586712,576553,10159
financial.indicator.currentdebt_to_debt,2013,not_provided_by_source,587580,577721,9859
financial.indicator.currentdebt_to_debt,2014,not_provided_by_source,620068,608945,11123
financial.indicator.currentdebt_to_debt,2015,not_provided_by_source,665185,654357,10828
financial.indicator.currentdebt_to_debt,2016,not_provided_by_source,704146,691950,12196
financial.indicator.currentdebt_to_debt,2017,not_provided_by_source,799069,784116,14953
financial.indicator.currentdebt_to_debt,2018,not_provided_by_source,856805,839943,16862
financial.indicator.currentdebt_to_debt,2019,not_provided_by_source,890261,870464,19797
financial.indicator.currentdebt_to_debt,2020,not_provided_by_source,952002,930564,21438
financial.indicator.currentdebt_to_debt,2021,not_provided_by_source,1062390,1039000,23390
financial.indicator.currentdebt_to_debt,2022,not_provided_by_source,1149262,1123716,25546
financial.indicator.currentdebt_to_debt,2023,not_provided_by_source,1211954,1182384,29570
financial.indicator.currentdebt_to_debt,2024,not_provided_by_source,1236332,1209892,26440
financial.indicator.currentdebt_to_debt,2025,not_provided_by_source,1251467,1223842,27625
financial.indicator.currentdebt_to_debt,2026,not_provided_by_source,868253,850609,17644
financial.indicator.daa,2010,not_provided_by_source,452712,113964,338748
financial.indicator.daa,2011,not_provided_by_source,536606,136246,400360
financial.indicator.daa,2012,not_provided_by_source,586712,143896,442816
financial.indicator.daa,2013,not_provided_by_source,587580,137047,450533
financial.indicator.daa,2014,not_provided_by_source,620068,150353,469715
financial.indicator.daa,2015,not_provided_by_source,665185,163900,501285
financial.indicator.daa,2016,not_provided_by_source,704146,162551,541595
financial.indicator.daa,2017,not_provided_by_source,799069,190365,608704
financial.indicator.daa,2018,not_provided_by_source,856805,183157,673648
financial.indicator.daa,2019,not_provided_by_source,890261,185770,704491
financial.indicator.daa,2020,not_provided_by_source,952002,193172,758830
financial.indicator.daa,2021,not_provided_by_source,1062390,220490,841900
financial.indicator.daa,2022,not_provided_by_source,1149262,233353,915909
financial.indicator.daa,2023,not_provided_by_source,1211954,236719,975235
financial.indicator.daa,2024,not_provided_by_source,1236332,230951,1005381
financial.indicator.daa,2025,not_provided_by_source,1251467,240838,1010629
financial.indicator.daa,2026,not_provided_by_source,868253,94878,773375
financial.indicator.debt_to_assets,2010,not_provided_by_source,452712,452513,199
financial.indicator.debt_to_assets,2011,not_provided_by_source,536606,536500,106
financial.indicator.debt_to_assets,2012,not_provided_by_source,586712,586551,161
financial.indicator.debt_to_assets,2013,not_provided_by_source,587580,587557,23
financial.indicator.debt_to_assets,2014,not_provided_by_source,620068,619557,511
financial.indicator.debt_to_assets,2015,not_provided_by_source,665185,665107,78
financial.indicator.debt_to_assets,2016,not_provided_by_source,704146,703940,206
financial.indicator.debt_to_assets,2017,not_provided_by_source,799069,798886,183
financial.indicator.debt_to_assets,2018,not_provided_by_source,856805,856327,478
financial.indicator.debt_to_assets,2019,not_provided_by_source,890261,889688,573
