field_id,year,company_type,listed_security_sessions,dsl_non_null,dsl_missing
financial.indicator.adminexp_of_gr,2010,not_provided_by_source,452712,83,452629
financial.indicator.adminexp_of_gr,2011,not_provided_by_source,536606,244,536362
financial.indicator.adminexp_of_gr,2012,not_provided_by_source,586712,274,586438
financial.indicator.adminexp_of_gr,2013,not_provided_by_source,587580,238,587342
financial.indicator.adminexp_of_gr,2014,not_provided_by_source,620068,265,619803
financial.indicator.adminexp_of_gr,2015,not_provided_by_source,665185,257,664928
financial.indicator.adminexp_of_gr,2016,not_provided_by_source,704146,258,703888
financial.indicator.adminexp_of_gr,2017,not_provided_by_source,799069,757,798312
financial.indicator.adminexp_of_gr,2018,not_provided_by_source,856805,1845,854960
financial.indicator.adminexp_of_gr,2019,not_provided_by_source,890261,1603,888658
financial.indicator.adminexp_of_gr,2020,not_provided_by_source,952002,3557,948445
financial.indicator.adminexp_of_gr,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.adminexp_of_gr,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.adminexp_of_gr,2023,not_provided_by_source,1211954,374060,837894
financial.indicator.adminexp_of_gr,2024,not_provided_by_source,1236332,1059899,176433
financial.indicator.adminexp_of_gr,2025,not_provided_by_source,1251467,895021,356446
financial.indicator.adminexp_of_gr,2026,not_provided_by_source,868253,660767,207486
financial.indicator.ar_turn,2010,not_provided_by_source,452712,83,452629
financial.indicator.ar_turn,2011,not_provided_by_source,536606,244,536362
financial.indicator.ar_turn,2012,not_provided_by_source,586712,274,586438
financial.indicator.ar_turn,2013,not_provided_by_source,587580,238,587342
financial.indicator.ar_turn,2014,not_provided_by_source,620068,265,619803
financial.indicator.ar_turn,2015,not_provided_by_source,665185,257,664928
financial.indicator.ar_turn,2016,not_provided_by_source,704146,258,703888
financial.indicator.ar_turn,2017,not_provided_by_source,799069,757,798312
financial.indicator.ar_turn,2018,not_provided_by_source,856805,1805,855000
financial.indicator.ar_turn,2019,not_provided_by_source,890261,1603,888658
financial.indicator.ar_turn,2020,not_provided_by_source,952002,3436,948566
financial.indicator.ar_turn,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.ar_turn,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.ar_turn,2023,not_provided_by_source,1211954,365977,845977
financial.indicator.ar_turn,2024,not_provided_by_source,1236332,1036794,199538
financial.indicator.ar_turn,2025,not_provided_by_source,1251467,873548,377919
financial.indicator.ar_turn,2026,not_provided_by_source,868253,645313,222940
financial.indicator.arturn_days,2010,not_provided_by_source,452712,83,452629
financial.indicator.arturn_days,2011,not_provided_by_source,536606,244,536362
financial.indicator.arturn_days,2012,not_provided_by_source,586712,274,586438
financial.indicator.arturn_days,2013,not_provided_by_source,587580,238,587342
financial.indicator.arturn_days,2014,not_provided_by_source,620068,265,619803
financial.indicator.arturn_days,2015,not_provided_by_source,665185,257,664928
financial.indicator.arturn_days,2016,not_provided_by_source,704146,258,703888
financial.indicator.arturn_days,2017,not_provided_by_source,799069,757,798312
financial.indicator.arturn_days,2018,not_provided_by_source,856805,1805,855000
financial.indicator.arturn_days,2019,not_provided_by_source,890261,1603,888658
financial.indicator.arturn_days,2020,not_provided_by_source,952002,3436,948566
financial.indicator.arturn_days,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.arturn_days,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.arturn_days,2023,not_provided_by_source,1211954,365977,845977
financial.indicator.arturn_days,2024,not_provided_by_source,1236332,1036755,199577
financial.indicator.arturn_days,2025,not_provided_by_source,1251467,873548,377919
financial.indicator.arturn_days,2026,not_provided_by_source,868253,645313,222940
financial.indicator.assets_to_eqt,2010,not_provided_by_source,452712,83,452629
financial.indicator.assets_to_eqt,2011,not_provided_by_source,536606,244,536362
financial.indicator.assets_to_eqt,2012,not_provided_by_source,586712,274,586438
financial.indicator.assets_to_eqt,2013,not_provided_by_source,587580,238,587342
financial.indicator.assets_to_eqt,2014,not_provided_by_source,620068,265,619803
financial.indicator.assets_to_eqt,2015,not_provided_by_source,665185,257,664928
financial.indicator.assets_to_eqt,2016,not_provided_by_source,704146,258,703888
financial.indicator.assets_to_eqt,2017,not_provided_by_source,799069,757,798312
financial.indicator.assets_to_eqt,2018,not_provided_by_source,856805,1845,854960
financial.indicator.assets_to_eqt,2019,not_provided_by_source,890261,1603,888658
financial.indicator.assets_to_eqt,2020,not_provided_by_source,952002,3557,948445
financial.indicator.assets_to_eqt,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.assets_to_eqt,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.assets_to_eqt,2023,not_provided_by_source,1211954,371868,840086
financial.indicator.assets_to_eqt,2024,not_provided_by_source,1236332,1054731,181601
financial.indicator.assets_to_eqt,2025,not_provided_by_source,1251467,889931,361536
financial.indicator.assets_to_eqt,2026,not_provided_by_source,868253,656399,211854
financial.indicator.assets_turn,2010,not_provided_by_source,452712,83,452629
financial.indicator.assets_turn,2011,not_provided_by_source,536606,244,536362
financial.indicator.assets_turn,2012,not_provided_by_source,586712,274,586438
financial.indicator.assets_turn,2013,not_provided_by_source,587580,238,587342
financial.indicator.assets_turn,2014,not_provided_by_source,620068,265,619803
financial.indicator.assets_turn,2015,not_provided_by_source,665185,257,664928
financial.indicator.assets_turn,2016,not_provided_by_source,704146,258,703888
financial.indicator.assets_turn,2017,not_provided_by_source,799069,757,798312
financial.indicator.assets_turn,2018,not_provided_by_source,856805,1845,854960
financial.indicator.assets_turn,2019,not_provided_by_source,890261,1603,888658
financial.indicator.assets_turn,2020,not_provided_by_source,952002,3557,948445
financial.indicator.assets_turn,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.assets_turn,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.assets_turn,2023,not_provided_by_source,1211954,374060,837894
financial.indicator.assets_turn,2024,not_provided_by_source,1236332,1059938,176394
financial.indicator.assets_turn,2025,not_provided_by_source,1251467,895089,356378
financial.indicator.assets_turn,2026,not_provided_by_source,868253,660814,207439
financial.indicator.assets_ytd_growth,2010,not_provided_by_source,452712,83,452629
financial.indicator.assets_ytd_growth,2011,not_provided_by_source,536606,244,536362
financial.indicator.assets_ytd_growth,2012,not_provided_by_source,586712,274,586438
financial.indicator.assets_ytd_growth,2013,not_provided_by_source,587580,238,587342
financial.indicator.assets_ytd_growth,2014,not_provided_by_source,620068,265,619803
financial.indicator.assets_ytd_growth,2015,not_provided_by_source,665185,257,664928
financial.indicator.assets_ytd_growth,2016,not_provided_by_source,704146,258,703888
financial.indicator.assets_ytd_growth,2017,not_provided_by_source,799069,757,798312
financial.indicator.assets_ytd_growth,2018,not_provided_by_source,856805,1845,854960
financial.indicator.assets_ytd_growth,2019,not_provided_by_source,890261,1603,888658
financial.indicator.assets_ytd_growth,2020,not_provided_by_source,952002,3557,948445
financial.indicator.assets_ytd_growth,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.assets_ytd_growth,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.assets_ytd_growth,2023,not_provided_by_source,1211954,374105,837849
financial.indicator.assets_ytd_growth,2024,not_provided_by_source,1236332,1060176,176156
financial.indicator.assets_ytd_growth,2025,not_provided_by_source,1251467,895136,356331
financial.indicator.assets_ytd_growth,2026,not_provided_by_source,868253,660866,207387
financial.indicator.basic_eps_yoy,2010,not_provided_by_source,452712,51,452661
financial.indicator.basic_eps_yoy,2011,not_provided_by_source,536606,244,536362
financial.indicator.basic_eps_yoy,2012,not_provided_by_source,586712,274,586438
financial.indicator.basic_eps_yoy,2013,not_provided_by_source,587580,238,587342
financial.indicator.basic_eps_yoy,2014,not_provided_by_source,620068,265,619803
financial.indicator.basic_eps_yoy,2015,not_provided_by_source,665185,257,664928
financial.indicator.basic_eps_yoy,2016,not_provided_by_source,704146,258,703888
financial.indicator.basic_eps_yoy,2017,not_provided_by_source,799069,757,798312
financial.indicator.basic_eps_yoy,2018,not_provided_by_source,856805,1845,854960
financial.indicator.basic_eps_yoy,2019,not_provided_by_source,890261,1585,888676
financial.indicator.basic_eps_yoy,2020,not_provided_by_source,952002,3557,948445
financial.indicator.basic_eps_yoy,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.basic_eps_yoy,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.basic_eps_yoy,2023,not_provided_by_source,1211954,373905,838049
financial.indicator.basic_eps_yoy,2024,not_provided_by_source,1236332,1058323,178009
financial.indicator.basic_eps_yoy,2025,not_provided_by_source,1251467,893791,357676
financial.indicator.basic_eps_yoy,2026,not_provided_by_source,868253,659054,209199
financial.indicator.bps,2010,not_provided_by_source,452712,83,452629
financial.indicator.bps,2011,not_provided_by_source,536606,244,536362
financial.indicator.bps,2012,not_provided_by_source,586712,274,586438
financial.indicator.bps,2013,not_provided_by_source,587580,238,587342
financial.indicator.bps,2014,not_provided_by_source,620068,265,619803
financial.indicator.bps,2015,not_provided_by_source,665185,257,664928
financial.indicator.bps,2016,not_provided_by_source,704146,258,703888
financial.indicator.bps,2017,not_provided_by_source,799069,757,798312
financial.indicator.bps,2018,not_provided_by_source,856805,1845,854960
financial.indicator.bps,2019,not_provided_by_source,890261,1603,888658
financial.indicator.bps,2020,not_provided_by_source,952002,3557,948445
financial.indicator.bps,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.bps,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.bps,2023,not_provided_by_source,1211954,374105,837849
financial.indicator.bps,2024,not_provided_by_source,1236332,1060176,176156
financial.indicator.bps,2025,not_provided_by_source,1251467,895068,356399
financial.indicator.bps,2026,not_provided_by_source,868253,660918,207335
financial.indicator.bps_ytd_growth,2010,not_provided_by_source,452712,83,452629
financial.indicator.bps_ytd_growth,2011,not_provided_by_source,536606,244,536362
financial.indicator.bps_ytd_growth,2012,not_provided_by_source,586712,274,586438
financial.indicator.bps_ytd_growth,2013,not_provided_by_source,587580,238,587342
financial.indicator.bps_ytd_growth,2014,not_provided_by_source,620068,265,619803
financial.indicator.bps_ytd_growth,2015,not_provided_by_source,665185,257,664928
financial.indicator.bps_ytd_growth,2016,not_provided_by_source,704146,258,703888
financial.indicator.bps_ytd_growth,2017,not_provided_by_source,799069,757,798312
financial.indicator.bps_ytd_growth,2018,not_provided_by_source,856805,1845,854960
financial.indicator.bps_ytd_growth,2019,not_provided_by_source,890261,1603,888658
financial.indicator.bps_ytd_growth,2020,not_provided_by_source,952002,3557,948445
financial.indicator.bps_ytd_growth,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.bps_ytd_growth,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.bps_ytd_growth,2023,not_provided_by_source,1211954,374105,837849
financial.indicator.bps_ytd_growth,2024,not_provided_by_source,1236332,1060176,176156
financial.indicator.bps_ytd_growth,2025,not_provided_by_source,1251467,895068,356399
financial.indicator.bps_ytd_growth,2026,not_provided_by_source,868253,660814,207439
financial.indicator.ca_to_assets,2010,not_provided_by_source,452712,83,452629
financial.indicator.ca_to_assets,2011,not_provided_by_source,536606,244,536362
financial.indicator.ca_to_assets,2012,not_provided_by_source,586712,274,586438
financial.indicator.ca_to_assets,2013,not_provided_by_source,587580,238,587342
financial.indicator.ca_to_assets,2014,not_provided_by_source,620068,265,619803
financial.indicator.ca_to_assets,2015,not_provided_by_source,665185,257,664928
financial.indicator.ca_to_assets,2016,not_provided_by_source,704146,258,703888
financial.indicator.ca_to_assets,2017,not_provided_by_source,799069,757,798312
financial.indicator.ca_to_assets,2018,not_provided_by_source,856805,1845,854960
financial.indicator.ca_to_assets,2019,not_provided_by_source,890261,1603,888658
financial.indicator.ca_to_assets,2020,not_provided_by_source,952002,3436,948566
financial.indicator.ca_to_assets,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.ca_to_assets,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.ca_to_assets,2023,not_provided_by_source,1211954,367020,844934
financial.indicator.ca_to_assets,2024,not_provided_by_source,1236332,1040163,196169
financial.indicator.ca_to_assets,2025,not_provided_by_source,1251467,875436,376031
financial.indicator.ca_to_assets,2026,not_provided_by_source,868253,646559,221694
financial.indicator.ca_turn,2010,not_provided_by_source,452712,83,452629
financial.indicator.ca_turn,2011,not_provided_by_source,536606,244,536362
financial.indicator.ca_turn,2012,not_provided_by_source,586712,274,586438
financial.indicator.ca_turn,2013,not_provided_by_source,587580,238,587342
financial.indicator.ca_turn,2014,not_provided_by_source,620068,265,619803
financial.indicator.ca_turn,2015,not_provided_by_source,665185,257,664928
financial.indicator.ca_turn,2016,not_provided_by_source,704146,258,703888
financial.indicator.ca_turn,2017,not_provided_by_source,799069,757,798312
financial.indicator.ca_turn,2018,not_provided_by_source,856805,1845,854960
financial.indicator.ca_turn,2019,not_provided_by_source,890261,1603,888658
financial.indicator.ca_turn,2020,not_provided_by_source,952002,3436,948566
financial.indicator.ca_turn,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.ca_turn,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.ca_turn,2023,not_provided_by_source,1211954,366975,844979
financial.indicator.ca_turn,2024,not_provided_by_source,1236332,1039925,196407
financial.indicator.ca_turn,2025,not_provided_by_source,1251467,875389,376078
financial.indicator.ca_turn,2026,not_provided_by_source,868253,646403,221850
financial.indicator.capital_rese_ps,2010,not_provided_by_source,452712,83,452629
financial.indicator.capital_rese_ps,2011,not_provided_by_source,536606,244,536362
financial.indicator.capital_rese_ps,2012,not_provided_by_source,586712,274,586438
financial.indicator.capital_rese_ps,2013,not_provided_by_source,587580,238,587342
financial.indicator.capital_rese_ps,2014,not_provided_by_source,620068,265,619803
financial.indicator.capital_rese_ps,2015,not_provided_by_source,665185,257,664928
financial.indicator.capital_rese_ps,2016,not_provided_by_source,704146,258,703888
financial.indicator.capital_rese_ps,2017,not_provided_by_source,799069,757,798312
financial.indicator.capital_rese_ps,2018,not_provided_by_source,856805,1845,854960
financial.indicator.capital_rese_ps,2019,not_provided_by_source,890261,1603,888658
financial.indicator.capital_rese_ps,2020,not_provided_by_source,952002,3557,948445
financial.indicator.capital_rese_ps,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.capital_rese_ps,2022,not_provided_by_source,1149262,2437,1146825
financial.indicator.capital_rese_ps,2023,not_provided_by_source,1211954,373319,838635
financial.indicator.capital_rese_ps,2024,not_provided_by_source,1236332,1057873,178459
financial.indicator.capital_rese_ps,2025,not_provided_by_source,1251467,892798,358669
financial.indicator.capital_rese_ps,2026,not_provided_by_source,868253,659368,208885
financial.indicator.capitalized_to_da,2010,not_provided_by_source,452712,32,452680
financial.indicator.capitalized_to_da,2011,not_provided_by_source,536606,52,536554
financial.indicator.capitalized_to_da,2012,not_provided_by_source,586712,90,586622
financial.indicator.capitalized_to_da,2013,not_provided_by_source,587580,53,587527
financial.indicator.capitalized_to_da,2014,not_provided_by_source,620068,77,619991
financial.indicator.capitalized_to_da,2015,not_provided_by_source,665185,68,665117
financial.indicator.capitalized_to_da,2016,not_provided_by_source,704146,71,704075
financial.indicator.capitalized_to_da,2017,not_provided_by_source,799069,178,798891
financial.indicator.capitalized_to_da,2018,not_provided_by_source,856805,458,856347
financial.indicator.capitalized_to_da,2019,not_provided_by_source,890261,390,889871
financial.indicator.capitalized_to_da,2020,not_provided_by_source,952002,867,951135
financial.indicator.capitalized_to_da,2021,not_provided_by_source,1062390,148,1062242
financial.indicator.capitalized_to_da,2022,not_provided_by_source,1149262,847,1148415
financial.indicator.capitalized_to_da,2023,not_provided_by_source,1211954,169583,1042371
financial.indicator.capitalized_to_da,2024,not_provided_by_source,1236332,211594,1024738
financial.indicator.capitalized_to_da,2025,not_provided_by_source,1251467,195632,1055835
financial.indicator.capitalized_to_da,2026,not_provided_by_source,868253,48893,819360
financial.indicator.cash_ratio,2010,not_provided_by_source,452712,83,452629
financial.indicator.cash_ratio,2011,not_provided_by_source,536606,244,536362
financial.indicator.cash_ratio,2012,not_provided_by_source,586712,274,586438
financial.indicator.cash_ratio,2013,not_provided_by_source,587580,238,587342
financial.indicator.cash_ratio,2014,not_provided_by_source,620068,265,619803
financial.indicator.cash_ratio,2015,not_provided_by_source,665185,257,664928
financial.indicator.cash_ratio,2016,not_provided_by_source,704146,258,703888
financial.indicator.cash_ratio,2017,not_provided_by_source,799069,757,798312
financial.indicator.cash_ratio,2018,not_provided_by_source,856805,1845,854960
financial.indicator.cash_ratio,2019,not_provided_by_source,890261,1603,888658
financial.indicator.cash_ratio,2020,not_provided_by_source,952002,3436,948566
financial.indicator.cash_ratio,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.cash_ratio,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.cash_ratio,2023,not_provided_by_source,1211954,367020,844934
financial.indicator.cash_ratio,2024,not_provided_by_source,1236332,1040163,196169
financial.indicator.cash_ratio,2025,not_provided_by_source,1251467,875436,376031
financial.indicator.cash_ratio,2026,not_provided_by_source,868253,646554,221699
financial.indicator.cash_to_liqdebt,2010,not_provided_by_source,452712,83,452629
financial.indicator.cash_to_liqdebt,2011,not_provided_by_source,536606,244,536362
financial.indicator.cash_to_liqdebt,2012,not_provided_by_source,586712,274,586438
financial.indicator.cash_to_liqdebt,2013,not_provided_by_source,587580,238,587342
financial.indicator.cash_to_liqdebt,2014,not_provided_by_source,620068,265,619803
financial.indicator.cash_to_liqdebt,2015,not_provided_by_source,665185,257,664928
financial.indicator.cash_to_liqdebt,2016,not_provided_by_source,704146,258,703888
financial.indicator.cash_to_liqdebt,2017,not_provided_by_source,799069,757,798312
financial.indicator.cash_to_liqdebt,2018,not_provided_by_source,856805,1845,854960
financial.indicator.cash_to_liqdebt,2019,not_provided_by_source,890261,1603,888658
financial.indicator.cash_to_liqdebt,2020,not_provided_by_source,952002,3436,948566
financial.indicator.cash_to_liqdebt,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.cash_to_liqdebt,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.cash_to_liqdebt,2023,not_provided_by_source,1211954,366973,844981
financial.indicator.cash_to_liqdebt,2024,not_provided_by_source,1236332,1040008,196324
financial.indicator.cash_to_liqdebt,2025,not_provided_by_source,1251467,875436,376031
financial.indicator.cash_to_liqdebt,2026,not_provided_by_source,868253,646554,221699
financial.indicator.cash_to_liqdebt_withinterest,2010,not_provided_by_source,452712,32,452680
financial.indicator.cash_to_liqdebt_withinterest,2011,not_provided_by_source,536606,0,536606
financial.indicator.cash_to_liqdebt_withinterest,2012,not_provided_by_source,586712,31,586681
financial.indicator.cash_to_liqdebt_withinterest,2013,not_provided_by_source,587580,0,587580
financial.indicator.cash_to_liqdebt_withinterest,2014,not_provided_by_source,620068,20,620048
financial.indicator.cash_to_liqdebt_withinterest,2015,not_provided_by_source,665185,32,665153
financial.indicator.cash_to_liqdebt_withinterest,2016,not_provided_by_source,704146,14,704132
financial.indicator.cash_to_liqdebt_withinterest,2017,not_provided_by_source,799069,513,798556
financial.indicator.cash_to_liqdebt_withinterest,2018,not_provided_by_source,856805,1562,855243
financial.indicator.cash_to_liqdebt_withinterest,2019,not_provided_by_source,890261,1345,888916
financial.indicator.cash_to_liqdebt_withinterest,2020,not_provided_by_source,952002,2919,949083
financial.indicator.cash_to_liqdebt_withinterest,2021,not_provided_by_source,1062390,747,1061643
financial.indicator.cash_to_liqdebt_withinterest,2022,not_provided_by_source,1149262,2393,1146869
financial.indicator.cash_to_liqdebt_withinterest,2023,not_provided_by_source,1211954,352580,859374
financial.indicator.cash_to_liqdebt_withinterest,2024,not_provided_by_source,1236332,1003663,232669
financial.indicator.cash_to_liqdebt_withinterest,2025,not_provided_by_source,1251467,849492,401975
financial.indicator.cash_to_liqdebt_withinterest,2026,not_provided_by_source,868253,629867,238386
financial.indicator.cfps,2010,not_provided_by_source,452712,83,452629
financial.indicator.cfps,2011,not_provided_by_source,536606,244,536362
financial.indicator.cfps,2012,not_provided_by_source,586712,274,586438
financial.indicator.cfps,2013,not_provided_by_source,587580,238,587342
financial.indicator.cfps,2014,not_provided_by_source,620068,265,619803
financial.indicator.cfps,2015,not_provided_by_source,665185,257,664928
financial.indicator.cfps,2016,not_provided_by_source,704146,258,703888
financial.indicator.cfps,2017,not_provided_by_source,799069,757,798312
financial.indicator.cfps,2018,not_provided_by_source,856805,1845,854960
financial.indicator.cfps,2019,not_provided_by_source,890261,1603,888658
financial.indicator.cfps,2020,not_provided_by_source,952002,3557,948445
financial.indicator.cfps,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.cfps,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.cfps,2023,not_provided_by_source,1211954,374105,837849
financial.indicator.cfps,2024,not_provided_by_source,1236332,1060176,176156
financial.indicator.cfps,2025,not_provided_by_source,1251467,894989,356478
financial.indicator.cfps,2026,not_provided_by_source,868253,660918,207335
financial.indicator.cogs_of_sales,2010,not_provided_by_source,452712,83,452629
financial.indicator.cogs_of_sales,2011,not_provided_by_source,536606,244,536362
financial.indicator.cogs_of_sales,2012,not_provided_by_source,586712,274,586438
financial.indicator.cogs_of_sales,2013,not_provided_by_source,587580,238,587342
financial.indicator.cogs_of_sales,2014,not_provided_by_source,620068,265,619803
financial.indicator.cogs_of_sales,2015,not_provided_by_source,665185,257,664928
financial.indicator.cogs_of_sales,2016,not_provided_by_source,704146,258,703888
financial.indicator.cogs_of_sales,2017,not_provided_by_source,799069,757,798312
financial.indicator.cogs_of_sales,2018,not_provided_by_source,856805,1845,854960
financial.indicator.cogs_of_sales,2019,not_provided_by_source,890261,1603,888658
financial.indicator.cogs_of_sales,2020,not_provided_by_source,952002,3436,948566
financial.indicator.cogs_of_sales,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.cogs_of_sales,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.cogs_of_sales,2023,not_provided_by_source,1211954,366680,845274
financial.indicator.cogs_of_sales,2024,not_provided_by_source,1236332,1039202,197130
financial.indicator.cogs_of_sales,2025,not_provided_by_source,1251467,874998,376469
financial.indicator.cogs_of_sales,2026,not_provided_by_source,868253,646235,222018
financial.indicator.current_exint,2010,not_provided_by_source,452712,83,452629
financial.indicator.current_exint,2011,not_provided_by_source,536606,244,536362
financial.indicator.current_exint,2012,not_provided_by_source,586712,274,586438
financial.indicator.current_exint,2013,not_provided_by_source,587580,238,587342
financial.indicator.current_exint,2014,not_provided_by_source,620068,265,619803
financial.indicator.current_exint,2015,not_provided_by_source,665185,257,664928
financial.indicator.current_exint,2016,not_provided_by_source,704146,258,703888
financial.indicator.current_exint,2017,not_provided_by_source,799069,757,798312
financial.indicator.current_exint,2018,not_provided_by_source,856805,1845,854960
financial.indicator.current_exint,2019,not_provided_by_source,890261,1603,888658
financial.indicator.current_exint,2020,not_provided_by_source,952002,3436,948566
financial.indicator.current_exint,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.current_exint,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.current_exint,2023,not_provided_by_source,1211954,367020,844934
financial.indicator.current_exint,2024,not_provided_by_source,1236332,1040163,196169
financial.indicator.current_exint,2025,not_provided_by_source,1251467,875436,376031
financial.indicator.current_exint,2026,not_provided_by_source,868253,646554,221699
financial.indicator.current_ratio,2010,not_provided_by_source,452712,83,452629
financial.indicator.current_ratio,2011,not_provided_by_source,536606,244,536362
financial.indicator.current_ratio,2012,not_provided_by_source,586712,274,586438
financial.indicator.current_ratio,2013,not_provided_by_source,587580,238,587342
financial.indicator.current_ratio,2014,not_provided_by_source,620068,265,619803
financial.indicator.current_ratio,2015,not_provided_by_source,665185,257,664928
financial.indicator.current_ratio,2016,not_provided_by_source,704146,258,703888
financial.indicator.current_ratio,2017,not_provided_by_source,799069,757,798312
financial.indicator.current_ratio,2018,not_provided_by_source,856805,1845,854960
financial.indicator.current_ratio,2019,not_provided_by_source,890261,1603,888658
financial.indicator.current_ratio,2020,not_provided_by_source,952002,3436,948566
financial.indicator.current_ratio,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.current_ratio,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.current_ratio,2023,not_provided_by_source,1211954,368656,843298
financial.indicator.current_ratio,2024,not_provided_by_source,1236332,1042189,194143
financial.indicator.current_ratio,2025,not_provided_by_source,1251467,876895,374572
financial.indicator.current_ratio,2026,not_provided_by_source,868253,647289,220964
financial.indicator.currentdebt_to_debt,2010,not_provided_by_source,452712,83,452629
financial.indicator.currentdebt_to_debt,2011,not_provided_by_source,536606,244,536362
financial.indicator.currentdebt_to_debt,2012,not_provided_by_source,586712,274,586438
financial.indicator.currentdebt_to_debt,2013,not_provided_by_source,587580,238,587342
financial.indicator.currentdebt_to_debt,2014,not_provided_by_source,620068,265,619803
financial.indicator.currentdebt_to_debt,2015,not_provided_by_source,665185,257,664928
financial.indicator.currentdebt_to_debt,2016,not_provided_by_source,704146,258,703888
financial.indicator.currentdebt_to_debt,2017,not_provided_by_source,799069,757,798312
financial.indicator.currentdebt_to_debt,2018,not_provided_by_source,856805,1845,854960
financial.indicator.currentdebt_to_debt,2019,not_provided_by_source,890261,1603,888658
financial.indicator.currentdebt_to_debt,2020,not_provided_by_source,952002,3436,948566
financial.indicator.currentdebt_to_debt,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.currentdebt_to_debt,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.currentdebt_to_debt,2023,not_provided_by_source,1211954,367020,844934
financial.indicator.currentdebt_to_debt,2024,not_provided_by_source,1236332,1040163,196169
financial.indicator.currentdebt_to_debt,2025,not_provided_by_source,1251467,875436,376031
financial.indicator.currentdebt_to_debt,2026,not_provided_by_source,868253,646554,221699
financial.indicator.daa,2010,not_provided_by_source,452712,32,452680
financial.indicator.daa,2011,not_provided_by_source,536606,52,536554
financial.indicator.daa,2012,not_provided_by_source,586712,90,586622
financial.indicator.daa,2013,not_provided_by_source,587580,53,587527
financial.indicator.daa,2014,not_provided_by_source,620068,77,619991
financial.indicator.daa,2015,not_provided_by_source,665185,68,665117
financial.indicator.daa,2016,not_provided_by_source,704146,71,704075
financial.indicator.daa,2017,not_provided_by_source,799069,178,798891
financial.indicator.daa,2018,not_provided_by_source,856805,458,856347
financial.indicator.daa,2019,not_provided_by_source,890261,390,889871
financial.indicator.daa,2020,not_provided_by_source,952002,867,951135
financial.indicator.daa,2021,not_provided_by_source,1062390,148,1062242
financial.indicator.daa,2022,not_provided_by_source,1149262,847,1148415
financial.indicator.daa,2023,not_provided_by_source,1211954,170058,1041896
financial.indicator.daa,2024,not_provided_by_source,1236332,212082,1024250
financial.indicator.daa,2025,not_provided_by_source,1251467,196236,1055231
financial.indicator.daa,2026,not_provided_by_source,868253,48915,819338
financial.indicator.debt_to_assets,2010,not_provided_by_source,452712,83,452629
financial.indicator.debt_to_assets,2011,not_provided_by_source,536606,244,536362
financial.indicator.debt_to_assets,2012,not_provided_by_source,586712,274,586438
financial.indicator.debt_to_assets,2013,not_provided_by_source,587580,238,587342
financial.indicator.debt_to_assets,2014,not_provided_by_source,620068,265,619803
financial.indicator.debt_to_assets,2015,not_provided_by_source,665185,257,664928
financial.indicator.debt_to_assets,2016,not_provided_by_source,704146,258,703888
financial.indicator.debt_to_assets,2017,not_provided_by_source,799069,757,798312
financial.indicator.debt_to_assets,2018,not_provided_by_source,856805,1845,854960
financial.indicator.debt_to_assets,2019,not_provided_by_source,890261,1603,888658
financial.indicator.debt_to_assets,2020,not_provided_by_source,952002,3557,948445
financial.indicator.debt_to_assets,2021,not_provided_by_source,1062390,905,1061485
financial.indicator.debt_to_assets,2022,not_provided_by_source,1149262,2483,1146779
financial.indicator.debt_to_assets,2023,not_provided_by_source,1211954,374105,837849
financial.indicator.debt_to_assets,2024,not_provided_by_source,1236332,1060176,176156
