field_id,identifier,report_year,company_type,source_observation_rows,source_non_null,source_null
financial.indicator.adminexp_of_gr,adminexp_of_gr,1990,not_provided_by_source,284,60,224
financial.indicator.adminexp_of_gr,adminexp_of_gr,1991,not_provided_by_source,372,104,268
financial.indicator.adminexp_of_gr,adminexp_of_gr,1992,not_provided_by_source,626,248,378
financial.indicator.adminexp_of_gr,adminexp_of_gr,1993,not_provided_by_source,1362,1052,310
financial.indicator.adminexp_of_gr,adminexp_of_gr,1994,not_provided_by_source,2056,1075,981
financial.indicator.adminexp_of_gr,adminexp_of_gr,1995,not_provided_by_source,2333,1689,644
financial.indicator.adminexp_of_gr,adminexp_of_gr,1996,not_provided_by_source,2899,2043,856
financial.indicator.adminexp_of_gr,adminexp_of_gr,1997,not_provided_by_source,3711,2338,1373
financial.indicator.adminexp_of_gr,adminexp_of_gr,1998,not_provided_by_source,3934,3910,24
financial.indicator.adminexp_of_gr,adminexp_of_gr,1999,not_provided_by_source,4456,4414,42
financial.indicator.adminexp_of_gr,adminexp_of_gr,2000,not_provided_by_source,4904,4850,54
financial.indicator.adminexp_of_gr,adminexp_of_gr,2001,not_provided_by_source,5803,5633,170
financial.indicator.adminexp_of_gr,adminexp_of_gr,2002,not_provided_by_source,10138,9606,532
financial.indicator.adminexp_of_gr,adminexp_of_gr,2003,not_provided_by_source,11038,10870,168
financial.indicator.adminexp_of_gr,adminexp_of_gr,2004,not_provided_by_source,11591,11373,218
financial.indicator.adminexp_of_gr,adminexp_of_gr,2005,not_provided_by_source,11984,11730,254
financial.indicator.adminexp_of_gr,adminexp_of_gr,2006,not_provided_by_source,13014,12851,163
financial.indicator.adminexp_of_gr,adminexp_of_gr,2007,not_provided_by_source,14483,14338,145
financial.indicator.adminexp_of_gr,adminexp_of_gr,2008,not_provided_by_source,15481,15303,178
financial.indicator.adminexp_of_gr,adminexp_of_gr,2009,not_provided_by_source,17455,17204,251
financial.indicator.adminexp_of_gr,adminexp_of_gr,2010,not_provided_by_source,18522,18227,295
financial.indicator.adminexp_of_gr,adminexp_of_gr,2011,not_provided_by_source,21209,20861,348
financial.indicator.adminexp_of_gr,adminexp_of_gr,2012,not_provided_by_source,22867,22427,440
financial.indicator.adminexp_of_gr,adminexp_of_gr,2013,not_provided_by_source,23933,23518,415
financial.indicator.adminexp_of_gr,adminexp_of_gr,2014,not_provided_by_source,25674,25336,338
financial.indicator.adminexp_of_gr,adminexp_of_gr,2015,not_provided_by_source,27586,27253,333
financial.indicator.adminexp_of_gr,adminexp_of_gr,2016,not_provided_by_source,31074,30780,294
financial.indicator.adminexp_of_gr,adminexp_of_gr,2017,not_provided_by_source,32844,32653,191
financial.indicator.adminexp_of_gr,adminexp_of_gr,2018,not_provided_by_source,33975,33792,183
financial.indicator.adminexp_of_gr,adminexp_of_gr,2019,not_provided_by_source,36005,35825,180
financial.indicator.adminexp_of_gr,adminexp_of_gr,2020,not_provided_by_source,38841,38703,138
financial.indicator.adminexp_of_gr,adminexp_of_gr,2021,not_provided_by_source,40961,40666,295
financial.indicator.adminexp_of_gr,adminexp_of_gr,2022,not_provided_by_source,41878,41675,203
financial.indicator.adminexp_of_gr,adminexp_of_gr,2023,not_provided_by_source,28609,28491,118
financial.indicator.adminexp_of_gr,adminexp_of_gr,2024,not_provided_by_source,24134,24075,59
financial.indicator.adminexp_of_gr,adminexp_of_gr,2025,not_provided_by_source,26352,26317,35
financial.indicator.adminexp_of_gr,adminexp_of_gr,2026,not_provided_by_source,15888,15857,31
financial.indicator.ar_turn,ar_turn,1990,not_provided_by_source,284,86,198
financial.indicator.ar_turn,ar_turn,1991,not_provided_by_source,372,170,202
financial.indicator.ar_turn,ar_turn,1992,not_provided_by_source,626,398,228
financial.indicator.ar_turn,ar_turn,1993,not_provided_by_source,1362,1038,324
financial.indicator.ar_turn,ar_turn,1994,not_provided_by_source,2056,1801,255
financial.indicator.ar_turn,ar_turn,1995,not_provided_by_source,2333,2199,134
financial.indicator.ar_turn,ar_turn,1996,not_provided_by_source,2899,2093,806
financial.indicator.ar_turn,ar_turn,1997,not_provided_by_source,3711,2199,1512
financial.indicator.ar_turn,ar_turn,1998,not_provided_by_source,3934,3858,76
financial.indicator.ar_turn,ar_turn,1999,not_provided_by_source,4456,4214,242
financial.indicator.ar_turn,ar_turn,2000,not_provided_by_source,4904,4620,284
financial.indicator.ar_turn,ar_turn,2001,not_provided_by_source,5803,5201,602
financial.indicator.ar_turn,ar_turn,2002,not_provided_by_source,10138,9713,425
financial.indicator.ar_turn,ar_turn,2003,not_provided_by_source,11038,10328,710
financial.indicator.ar_turn,ar_turn,2004,not_provided_by_source,11591,11089,502
financial.indicator.ar_turn,ar_turn,2005,not_provided_by_source,11984,11257,727
financial.indicator.ar_turn,ar_turn,2006,not_provided_by_source,13014,11972,1042
financial.indicator.ar_turn,ar_turn,2007,not_provided_by_source,14483,13360,1123
financial.indicator.ar_turn,ar_turn,2008,not_provided_by_source,15481,14413,1068
financial.indicator.ar_turn,ar_turn,2009,not_provided_by_source,17455,15377,2078
financial.indicator.ar_turn,ar_turn,2010,not_provided_by_source,18522,17293,1229
financial.indicator.ar_turn,ar_turn,2011,not_provided_by_source,21209,20076,1133
financial.indicator.ar_turn,ar_turn,2012,not_provided_by_source,22867,21691,1176
financial.indicator.ar_turn,ar_turn,2013,not_provided_by_source,23933,22771,1162
financial.indicator.ar_turn,ar_turn,2014,not_provided_by_source,25674,24377,1297
financial.indicator.ar_turn,ar_turn,2015,not_provided_by_source,27586,26095,1491
financial.indicator.ar_turn,ar_turn,2016,not_provided_by_source,31074,29443,1631
financial.indicator.ar_turn,ar_turn,2017,not_provided_by_source,32844,30995,1849
financial.indicator.ar_turn,ar_turn,2018,not_provided_by_source,33975,31780,2195
financial.indicator.ar_turn,ar_turn,2019,not_provided_by_source,36005,33135,2870
financial.indicator.ar_turn,ar_turn,2020,not_provided_by_source,38841,35894,2947
financial.indicator.ar_turn,ar_turn,2021,not_provided_by_source,40961,38441,2520
financial.indicator.ar_turn,ar_turn,2022,not_provided_by_source,41878,39748,2130
financial.indicator.ar_turn,ar_turn,2023,not_provided_by_source,28609,27625,984
financial.indicator.ar_turn,ar_turn,2024,not_provided_by_source,24134,23305,829
financial.indicator.ar_turn,ar_turn,2025,not_provided_by_source,26352,25671,681
financial.indicator.ar_turn,ar_turn,2026,not_provided_by_source,15888,15537,351
financial.indicator.arturn_days,arturn_days,1990,not_provided_by_source,284,42,242
financial.indicator.arturn_days,arturn_days,1991,not_provided_by_source,372,98,274
financial.indicator.arturn_days,arturn_days,1992,not_provided_by_source,626,260,366
financial.indicator.arturn_days,arturn_days,1993,not_provided_by_source,1362,914,448
financial.indicator.arturn_days,arturn_days,1994,not_provided_by_source,2056,1638,418
financial.indicator.arturn_days,arturn_days,1995,not_provided_by_source,2333,1838,495
financial.indicator.arturn_days,arturn_days,1996,not_provided_by_source,2899,1810,1089
financial.indicator.arturn_days,arturn_days,1997,not_provided_by_source,3711,2191,1520
financial.indicator.arturn_days,arturn_days,1998,not_provided_by_source,3934,3854,80
financial.indicator.arturn_days,arturn_days,1999,not_provided_by_source,4456,4166,290
financial.indicator.arturn_days,arturn_days,2000,not_provided_by_source,4904,4616,288
financial.indicator.arturn_days,arturn_days,2001,not_provided_by_source,5803,4250,1553
financial.indicator.arturn_days,arturn_days,2002,not_provided_by_source,10138,9713,425
financial.indicator.arturn_days,arturn_days,2003,not_provided_by_source,11038,10328,710
financial.indicator.arturn_days,arturn_days,2004,not_provided_by_source,11591,11089,502
financial.indicator.arturn_days,arturn_days,2005,not_provided_by_source,11984,11257,727
financial.indicator.arturn_days,arturn_days,2006,not_provided_by_source,13014,11962,1052
financial.indicator.arturn_days,arturn_days,2007,not_provided_by_source,14483,13352,1131
financial.indicator.arturn_days,arturn_days,2008,not_provided_by_source,15481,14395,1086
financial.indicator.arturn_days,arturn_days,2009,not_provided_by_source,17455,15353,2102
financial.indicator.arturn_days,arturn_days,2010,not_provided_by_source,18522,17273,1249
financial.indicator.arturn_days,arturn_days,2011,not_provided_by_source,21209,20068,1141
financial.indicator.arturn_days,arturn_days,2012,not_provided_by_source,22867,21683,1184
financial.indicator.arturn_days,arturn_days,2013,not_provided_by_source,23933,22767,1166
financial.indicator.arturn_days,arturn_days,2014,not_provided_by_source,25674,24377,1297
financial.indicator.arturn_days,arturn_days,2015,not_provided_by_source,27586,26089,1497
financial.indicator.arturn_days,arturn_days,2016,not_provided_by_source,31074,29439,1635
financial.indicator.arturn_days,arturn_days,2017,not_provided_by_source,32844,30993,1851
financial.indicator.arturn_days,arturn_days,2018,not_provided_by_source,33975,31778,2197
financial.indicator.arturn_days,arturn_days,2019,not_provided_by_source,36005,33135,2870
financial.indicator.arturn_days,arturn_days,2020,not_provided_by_source,38841,35884,2957
financial.indicator.arturn_days,arturn_days,2021,not_provided_by_source,40961,38433,2528
financial.indicator.arturn_days,arturn_days,2022,not_provided_by_source,41878,39742,2136
financial.indicator.arturn_days,arturn_days,2023,not_provided_by_source,28609,27625,984
financial.indicator.arturn_days,arturn_days,2024,not_provided_by_source,24134,23304,830
financial.indicator.arturn_days,arturn_days,2025,not_provided_by_source,26352,25671,681
financial.indicator.arturn_days,arturn_days,2026,not_provided_by_source,15888,15537,351
financial.indicator.assets_to_eqt,assets_to_eqt,1990,not_provided_by_source,284,126,158
financial.indicator.assets_to_eqt,assets_to_eqt,1991,not_provided_by_source,372,198,174
financial.indicator.assets_to_eqt,assets_to_eqt,1992,not_provided_by_source,626,526,100
financial.indicator.assets_to_eqt,assets_to_eqt,1993,not_provided_by_source,1362,1206,156
financial.indicator.assets_to_eqt,assets_to_eqt,1994,not_provided_by_source,2056,1998,58
financial.indicator.assets_to_eqt,assets_to_eqt,1995,not_provided_by_source,2333,2325,8
financial.indicator.assets_to_eqt,assets_to_eqt,1996,not_provided_by_source,2899,2877,22
financial.indicator.assets_to_eqt,assets_to_eqt,1997,not_provided_by_source,3711,3637,74
financial.indicator.assets_to_eqt,assets_to_eqt,1998,not_provided_by_source,3934,3904,30
financial.indicator.assets_to_eqt,assets_to_eqt,1999,not_provided_by_source,4456,4252,204
financial.indicator.assets_to_eqt,assets_to_eqt,2000,not_provided_by_source,4904,4676,228
financial.indicator.assets_to_eqt,assets_to_eqt,2001,not_provided_by_source,5803,5267,536
financial.indicator.assets_to_eqt,assets_to_eqt,2002,not_provided_by_source,10138,9774,364
financial.indicator.assets_to_eqt,assets_to_eqt,2003,not_provided_by_source,11038,10089,949
financial.indicator.assets_to_eqt,assets_to_eqt,2004,not_provided_by_source,11591,10946,645
financial.indicator.assets_to_eqt,assets_to_eqt,2005,not_provided_by_source,11984,11180,804
financial.indicator.assets_to_eqt,assets_to_eqt,2006,not_provided_by_source,13014,11786,1228
financial.indicator.assets_to_eqt,assets_to_eqt,2007,not_provided_by_source,14483,13266,1217
financial.indicator.assets_to_eqt,assets_to_eqt,2008,not_provided_by_source,15481,14507,974
financial.indicator.assets_to_eqt,assets_to_eqt,2009,not_provided_by_source,17455,15570,1885
financial.indicator.assets_to_eqt,assets_to_eqt,2010,not_provided_by_source,18522,17572,950
financial.indicator.assets_to_eqt,assets_to_eqt,2011,not_provided_by_source,21209,20446,763
financial.indicator.assets_to_eqt,assets_to_eqt,2012,not_provided_by_source,22867,22076,791
financial.indicator.assets_to_eqt,assets_to_eqt,2013,not_provided_by_source,23933,23225,708
financial.indicator.assets_to_eqt,assets_to_eqt,2014,not_provided_by_source,25674,24777,897
financial.indicator.assets_to_eqt,assets_to_eqt,2015,not_provided_by_source,27586,26486,1100
financial.indicator.assets_to_eqt,assets_to_eqt,2016,not_provided_by_source,31074,28774,2300
financial.indicator.assets_to_eqt,assets_to_eqt,2017,not_provided_by_source,32844,31685,1159
financial.indicator.assets_to_eqt,assets_to_eqt,2018,not_provided_by_source,33975,32859,1116
financial.indicator.assets_to_eqt,assets_to_eqt,2019,not_provided_by_source,36005,34036,1969
financial.indicator.assets_to_eqt,assets_to_eqt,2020,not_provided_by_source,38841,36377,2464
financial.indicator.assets_to_eqt,assets_to_eqt,2021,not_provided_by_source,40961,38891,2070
financial.indicator.assets_to_eqt,assets_to_eqt,2022,not_provided_by_source,41878,40411,1467
financial.indicator.assets_to_eqt,assets_to_eqt,2023,not_provided_by_source,28609,27997,612
financial.indicator.assets_to_eqt,assets_to_eqt,2024,not_provided_by_source,24134,23527,607
financial.indicator.assets_to_eqt,assets_to_eqt,2025,not_provided_by_source,26352,25853,499
financial.indicator.assets_to_eqt,assets_to_eqt,2026,not_provided_by_source,15888,15656,232
financial.indicator.assets_turn,assets_turn,1990,not_provided_by_source,284,94,190
financial.indicator.assets_turn,assets_turn,1991,not_provided_by_source,372,214,158
financial.indicator.assets_turn,assets_turn,1992,not_provided_by_source,626,386,240
financial.indicator.assets_turn,assets_turn,1993,not_provided_by_source,1362,1052,310
financial.indicator.assets_turn,assets_turn,1994,not_provided_by_source,2056,1834,222
financial.indicator.assets_turn,assets_turn,1995,not_provided_by_source,2333,1944,389
financial.indicator.assets_turn,assets_turn,1996,not_provided_by_source,2899,2592,307
financial.indicator.assets_turn,assets_turn,1997,not_provided_by_source,3711,3335,376
financial.indicator.assets_turn,assets_turn,1998,not_provided_by_source,3934,3818,116
financial.indicator.assets_turn,assets_turn,1999,not_provided_by_source,4456,4100,356
financial.indicator.assets_turn,assets_turn,2000,not_provided_by_source,4904,4562,342
financial.indicator.assets_turn,assets_turn,2001,not_provided_by_source,5803,5331,472
financial.indicator.assets_turn,assets_turn,2002,not_provided_by_source,10138,9856,282
financial.indicator.assets_turn,assets_turn,2003,not_provided_by_source,11038,10282,756
financial.indicator.assets_turn,assets_turn,2004,not_provided_by_source,11591,11215,376
financial.indicator.assets_turn,assets_turn,2005,not_provided_by_source,11984,11591,393
financial.indicator.assets_turn,assets_turn,2006,not_provided_by_source,13014,12408,606
financial.indicator.assets_turn,assets_turn,2007,not_provided_by_source,14483,13878,605
financial.indicator.assets_turn,assets_turn,2008,not_provided_by_source,15481,15030,451
financial.indicator.assets_turn,assets_turn,2009,not_provided_by_source,17455,16042,1413
financial.indicator.assets_turn,assets_turn,2010,not_provided_by_source,18522,17996,526
financial.indicator.assets_turn,assets_turn,2011,not_provided_by_source,21209,20822,387
financial.indicator.assets_turn,assets_turn,2012,not_provided_by_source,22867,22451,416
financial.indicator.assets_turn,assets_turn,2013,not_provided_by_source,23933,23530,403
financial.indicator.assets_turn,assets_turn,2014,not_provided_by_source,25674,25152,522
financial.indicator.assets_turn,assets_turn,2015,not_provided_by_source,27586,27035,551
financial.indicator.assets_turn,assets_turn,2016,not_provided_by_source,31074,30453,621
financial.indicator.assets_turn,assets_turn,2017,not_provided_by_source,32844,32060,784
financial.indicator.assets_turn,assets_turn,2018,not_provided_by_source,33975,33133,842
financial.indicator.assets_turn,assets_turn,2019,not_provided_by_source,36005,34475,1530
financial.indicator.assets_turn,assets_turn,2020,not_provided_by_source,38841,36859,1982
financial.indicator.assets_turn,assets_turn,2021,not_provided_by_source,40961,39404,1557
financial.indicator.assets_turn,assets_turn,2022,not_provided_by_source,41878,40984,894
financial.indicator.assets_turn,assets_turn,2023,not_provided_by_source,28609,28423,186
financial.indicator.assets_turn,assets_turn,2024,not_provided_by_source,24134,23909,225
financial.indicator.assets_turn,assets_turn,2025,not_provided_by_source,26352,26252,100
financial.indicator.assets_turn,assets_turn,2026,not_provided_by_source,15888,15846,42
financial.indicator.assets_ytd_growth,assets_ytd_growth,1990,not_provided_by_source,284,28,256
financial.indicator.assets_ytd_growth,assets_ytd_growth,1991,not_provided_by_source,372,192,180
financial.indicator.assets_ytd_growth,assets_ytd_growth,1992,not_provided_by_source,626,280,346
financial.indicator.assets_ytd_growth,assets_ytd_growth,1993,not_provided_by_source,1362,740,622
financial.indicator.assets_ytd_growth,assets_ytd_growth,1994,not_provided_by_source,2056,1610,446
financial.indicator.assets_ytd_growth,assets_ytd_growth,1995,not_provided_by_source,2333,2083,250
financial.indicator.assets_ytd_growth,assets_ytd_growth,1996,not_provided_by_source,2899,2699,200
financial.indicator.assets_ytd_growth,assets_ytd_growth,1997,not_provided_by_source,3711,3329,382
financial.indicator.assets_ytd_growth,assets_ytd_growth,1998,not_provided_by_source,3934,3818,116
financial.indicator.assets_ytd_growth,assets_ytd_growth,1999,not_provided_by_source,4456,4152,304
financial.indicator.assets_ytd_growth,assets_ytd_growth,2000,not_provided_by_source,4904,4576,328
financial.indicator.assets_ytd_growth,assets_ytd_growth,2001,not_provided_by_source,5803,5171,632
financial.indicator.assets_ytd_growth,assets_ytd_growth,2002,not_provided_by_source,10138,9897,241
financial.indicator.assets_ytd_growth,assets_ytd_growth,2003,not_provided_by_source,11038,10347,691
financial.indicator.assets_ytd_growth,assets_ytd_growth,2004,not_provided_by_source,11591,11108,483
financial.indicator.assets_ytd_growth,assets_ytd_growth,2005,not_provided_by_source,11984,11548,436
financial.indicator.assets_ytd_growth,assets_ytd_growth,2006,not_provided_by_source,13014,12028,986
financial.indicator.assets_ytd_growth,assets_ytd_growth,2007,not_provided_by_source,14483,13242,1241
financial.indicator.assets_ytd_growth,assets_ytd_growth,2008,not_provided_by_source,15481,14547,934
financial.indicator.assets_ytd_growth,assets_ytd_growth,2009,not_provided_by_source,17455,15898,1557
financial.indicator.assets_ytd_growth,assets_ytd_growth,2010,not_provided_by_source,18522,18157,365
financial.indicator.assets_ytd_growth,assets_ytd_growth,2011,not_provided_by_source,21209,19932,1277
financial.indicator.assets_ytd_growth,assets_ytd_growth,2012,not_provided_by_source,22867,21996,871
financial.indicator.assets_ytd_growth,assets_ytd_growth,2013,not_provided_by_source,23933,22976,957
financial.indicator.assets_ytd_growth,assets_ytd_growth,2014,not_provided_by_source,25674,24771,903
financial.indicator.assets_ytd_growth,assets_ytd_growth,2015,not_provided_by_source,27586,26800,786
financial.indicator.assets_ytd_growth,assets_ytd_growth,2016,not_provided_by_source,31074,28605,2469
financial.indicator.assets_ytd_growth,assets_ytd_growth,2017,not_provided_by_source,32844,31296,1548
financial.indicator.assets_ytd_growth,assets_ytd_growth,2018,not_provided_by_source,33975,32671,1304
financial.indicator.assets_ytd_growth,assets_ytd_growth,2019,not_provided_by_source,36005,34343,1662
financial.indicator.assets_ytd_growth,assets_ytd_growth,2020,not_provided_by_source,38841,36884,1957
financial.indicator.assets_ytd_growth,assets_ytd_growth,2021,not_provided_by_source,40961,39443,1518
financial.indicator.assets_ytd_growth,assets_ytd_growth,2022,not_provided_by_source,41878,40966,912
financial.indicator.assets_ytd_growth,assets_ytd_growth,2023,not_provided_by_source,28609,28441,168
financial.indicator.assets_ytd_growth,assets_ytd_growth,2024,not_provided_by_source,24134,23919,215
financial.indicator.assets_ytd_growth,assets_ytd_growth,2025,not_provided_by_source,26352,26263,89
financial.indicator.assets_ytd_growth,assets_ytd_growth,2026,not_provided_by_source,15888,15869,19
financial.indicator.basic_eps_yoy,basic_eps_yoy,1990,not_provided_by_source,284,0,284
financial.indicator.basic_eps_yoy,basic_eps_yoy,1991,not_provided_by_source,372,0,372
financial.indicator.basic_eps_yoy,basic_eps_yoy,1992,not_provided_by_source,626,0,626
financial.indicator.basic_eps_yoy,basic_eps_yoy,1993,not_provided_by_source,1362,0,1362
financial.indicator.basic_eps_yoy,basic_eps_yoy,1994,not_provided_by_source,2056,56,2000
financial.indicator.basic_eps_yoy,basic_eps_yoy,1995,not_provided_by_source,2333,56,2277
financial.indicator.basic_eps_yoy,basic_eps_yoy,1996,not_provided_by_source,2899,6,2893
financial.indicator.basic_eps_yoy,basic_eps_yoy,1997,not_provided_by_source,3711,18,3693
financial.indicator.basic_eps_yoy,basic_eps_yoy,1998,not_provided_by_source,3934,879,3055
financial.indicator.basic_eps_yoy,basic_eps_yoy,1999,not_provided_by_source,4456,1200,3256
financial.indicator.basic_eps_yoy,basic_eps_yoy,2000,not_provided_by_source,4904,1514,3390
financial.indicator.basic_eps_yoy,basic_eps_yoy,2001,not_provided_by_source,5803,2402,3401
financial.indicator.basic_eps_yoy,basic_eps_yoy,2002,not_provided_by_source,10138,3593,6545
financial.indicator.basic_eps_yoy,basic_eps_yoy,2003,not_provided_by_source,11038,3407,7631
financial.indicator.basic_eps_yoy,basic_eps_yoy,2004,not_provided_by_source,11591,4328,7263
financial.indicator.basic_eps_yoy,basic_eps_yoy,2005,not_provided_by_source,11984,5400,6584
financial.indicator.basic_eps_yoy,basic_eps_yoy,2006,not_provided_by_source,13014,5993,7021
financial.indicator.basic_eps_yoy,basic_eps_yoy,2007,not_provided_by_source,14483,12548,1935
financial.indicator.basic_eps_yoy,basic_eps_yoy,2008,not_provided_by_source,15481,14085,1396
financial.indicator.basic_eps_yoy,basic_eps_yoy,2009,not_provided_by_source,17455,14951,2504
financial.indicator.basic_eps_yoy,basic_eps_yoy,2010,not_provided_by_source,18522,16964,1558
financial.indicator.basic_eps_yoy,basic_eps_yoy,2011,not_provided_by_source,21209,18902,2307
financial.indicator.basic_eps_yoy,basic_eps_yoy,2012,not_provided_by_source,22867,20910,1957
financial.indicator.basic_eps_yoy,basic_eps_yoy,2013,not_provided_by_source,23933,21911,2022
financial.indicator.basic_eps_yoy,basic_eps_yoy,2014,not_provided_by_source,25674,23150,2524
financial.indicator.basic_eps_yoy,basic_eps_yoy,2015,not_provided_by_source,27586,25104,2482
financial.indicator.basic_eps_yoy,basic_eps_yoy,2016,not_provided_by_source,31074,27113,3961
financial.indicator.basic_eps_yoy,basic_eps_yoy,2017,not_provided_by_source,32844,30047,2797
financial.indicator.basic_eps_yoy,basic_eps_yoy,2018,not_provided_by_source,33975,31779,2196
financial.indicator.basic_eps_yoy,basic_eps_yoy,2019,not_provided_by_source,36005,32912,3093
financial.indicator.basic_eps_yoy,basic_eps_yoy,2020,not_provided_by_source,38841,35104,3737
financial.indicator.basic_eps_yoy,basic_eps_yoy,2021,not_provided_by_source,40961,38377,2584
financial.indicator.basic_eps_yoy,basic_eps_yoy,2022,not_provided_by_source,41878,40322,1556
financial.indicator.basic_eps_yoy,basic_eps_yoy,2023,not_provided_by_source,28609,28168,441
financial.indicator.basic_eps_yoy,basic_eps_yoy,2024,not_provided_by_source,24134,23766,368
financial.indicator.basic_eps_yoy,basic_eps_yoy,2025,not_provided_by_source,26352,26128,224
financial.indicator.basic_eps_yoy,basic_eps_yoy,2026,not_provided_by_source,15888,15834,54
financial.indicator.bps,bps,1990,not_provided_by_source,284,4,280
financial.indicator.bps,bps,1991,not_provided_by_source,372,16,356
financial.indicator.bps,bps,1992,not_provided_by_source,626,90,536
financial.indicator.bps,bps,1993,not_provided_by_source,1362,606,756
financial.indicator.bps,bps,1994,not_provided_by_source,2056,1424,632
financial.indicator.bps,bps,1995,not_provided_by_source,2333,1769,564
financial.indicator.bps,bps,1996,not_provided_by_source,2899,2257,642
financial.indicator.bps,bps,1997,not_provided_by_source,3711,3007,704
financial.indicator.bps,bps,1998,not_provided_by_source,3934,3472,462
financial.indicator.bps,bps,1999,not_provided_by_source,4456,3970,486
financial.indicator.bps,bps,2000,not_provided_by_source,4904,4644,260
financial.indicator.bps,bps,2001,not_provided_by_source,5803,5273,530
financial.indicator.bps,bps,2002,not_provided_by_source,10138,9863,275
financial.indicator.bps,bps,2003,not_provided_by_source,11038,10400,638
financial.indicator.bps,bps,2004,not_provided_by_source,11591,11232,359
financial.indicator.bps,bps,2005,not_provided_by_source,11984,11668,316
financial.indicator.bps,bps,2006,not_provided_by_source,13014,12431,583
financial.indicator.bps,bps,2007,not_provided_by_source,14483,13906,577
financial.indicator.bps,bps,2008,not_provided_by_source,15481,15083,398
financial.indicator.bps,bps,2009,not_provided_by_source,17455,16124,1331
financial.indicator.bps,bps,2010,not_provided_by_source,18522,18112,410
financial.indicator.bps,bps,2011,not_provided_by_source,21209,20933,276
financial.indicator.bps,bps,2012,not_provided_by_source,22867,22494,373
financial.indicator.bps,bps,2013,not_provided_by_source,23933,23459,474
financial.indicator.bps,bps,2014,not_provided_by_source,25674,24980,694
financial.indicator.bps,bps,2015,not_provided_by_source,27586,26619,967
financial.indicator.bps,bps,2016,not_provided_by_source,31074,28887,2187
financial.indicator.bps,bps,2017,not_provided_by_source,32844,31762,1082
financial.indicator.bps,bps,2018,not_provided_by_source,33975,33147,828
financial.indicator.bps,bps,2019,not_provided_by_source,36005,34454,1551
financial.indicator.bps,bps,2020,not_provided_by_source,38841,36880,1961
financial.indicator.bps,bps,2021,not_provided_by_source,40961,39422,1539
financial.indicator.bps,bps,2022,not_provided_by_source,41878,40752,1126
financial.indicator.bps,bps,2023,not_provided_by_source,28609,28306,303
financial.indicator.bps,bps,2024,not_provided_by_source,24134,23873,261
financial.indicator.bps,bps,2025,not_provided_by_source,26352,26241,111
financial.indicator.bps,bps,2026,not_provided_by_source,15888,15870,18
financial.indicator.bps_ytd_growth,bps_ytd_growth,1990,not_provided_by_source,284,4,280
financial.indicator.bps_ytd_growth,bps_ytd_growth,1991,not_provided_by_source,372,0,372
financial.indicator.bps_ytd_growth,bps_ytd_growth,1992,not_provided_by_source,626,8,618
financial.indicator.bps_ytd_growth,bps_ytd_growth,1993,not_provided_by_source,1362,89,1273
financial.indicator.bps_ytd_growth,bps_ytd_growth,1994,not_provided_by_source,2056,1041,1015
financial.indicator.bps_ytd_growth,bps_ytd_growth,1995,not_provided_by_source,2333,1465,868
financial.indicator.bps_ytd_growth,bps_ytd_growth,1996,not_provided_by_source,2899,2031,868
financial.indicator.bps_ytd_growth,bps_ytd_growth,1997,not_provided_by_source,3711,2589,1122
financial.indicator.bps_ytd_growth,bps_ytd_growth,1998,not_provided_by_source,3934,3125,809
financial.indicator.bps_ytd_growth,bps_ytd_growth,1999,not_provided_by_source,4456,3607,849
financial.indicator.bps_ytd_growth,bps_ytd_growth,2000,not_provided_by_source,4904,4097,807
financial.indicator.bps_ytd_growth,bps_ytd_growth,2001,not_provided_by_source,5803,5076,727
financial.indicator.bps_ytd_growth,bps_ytd_growth,2002,not_provided_by_source,10138,9813,325
financial.indicator.bps_ytd_growth,bps_ytd_growth,2003,not_provided_by_source,11038,10260,778
financial.indicator.bps_ytd_growth,bps_ytd_growth,2004,not_provided_by_source,11591,10950,641
financial.indicator.bps_ytd_growth,bps_ytd_growth,2005,not_provided_by_source,11984,11382,602
financial.indicator.bps_ytd_growth,bps_ytd_growth,2006,not_provided_by_source,13014,11876,1138
financial.indicator.bps_ytd_growth,bps_ytd_growth,2007,not_provided_by_source,14483,13183,1300
financial.indicator.bps_ytd_growth,bps_ytd_growth,2008,not_provided_by_source,15481,14503,978
financial.indicator.bps_ytd_growth,bps_ytd_growth,2009,not_provided_by_source,17455,15815,1640
financial.indicator.bps_ytd_growth,bps_ytd_growth,2010,not_provided_by_source,18522,18065,457
financial.indicator.bps_ytd_growth,bps_ytd_growth,2011,not_provided_by_source,21209,19805,1404
financial.indicator.bps_ytd_growth,bps_ytd_growth,2012,not_provided_by_source,22867,21802,1065
financial.indicator.bps_ytd_growth,bps_ytd_growth,2013,not_provided_by_source,23933,22660,1273
financial.indicator.bps_ytd_growth,bps_ytd_growth,2014,not_provided_by_source,25674,24490,1184
financial.indicator.bps_ytd_growth,bps_ytd_growth,2015,not_provided_by_source,27586,26454,1132
financial.indicator.bps_ytd_growth,bps_ytd_growth,2016,not_provided_by_source,31074,28331,2743
financial.indicator.bps_ytd_growth,bps_ytd_growth,2017,not_provided_by_source,32844,31058,1786
financial.indicator.bps_ytd_growth,bps_ytd_growth,2018,not_provided_by_source,33975,32543,1432
financial.indicator.bps_ytd_growth,bps_ytd_growth,2019,not_provided_by_source,36005,34213,1792
financial.indicator.bps_ytd_growth,bps_ytd_growth,2020,not_provided_by_source,38841,36839,2002
