field_id,year,listed_security_sessions,dsl_non_null,dsl_missing
financial.income.net_profit_parent.latest_fy,2024,1236332,1236332,0
financial.income.net_profit_parent.latest_fy,2025,1251467,1251435,32
financial.income.net_profit_parent.latest_fy,2026,868253,868253,0
financial.income.net_profit_parent.ttm,2010,452712,431966,20746
financial.income.net_profit_parent.ttm,2011,536606,517749,18857
financial.income.net_profit_parent.ttm,2012,586712,572586,14126
financial.income.net_profit_parent.ttm,2013,587580,570999,16581
financial.income.net_profit_parent.ttm,2014,620068,604715,15353
financial.income.net_profit_parent.ttm,2015,665185,649955,15230
financial.income.net_profit_parent.ttm,2016,704146,687334,16812
financial.income.net_profit_parent.ttm,2017,799069,776729,22340
financial.income.net_profit_parent.ttm,2018,856805,832936,23869
financial.income.net_profit_parent.ttm,2019,890261,866775,23486
financial.income.net_profit_parent.ttm,2020,952002,925866,26136
financial.income.net_profit_parent.ttm,2021,1062390,1037075,25315
financial.income.net_profit_parent.ttm,2022,1149262,1126906,22356
financial.income.net_profit_parent.ttm,2023,1211954,1158947,53007
financial.income.net_profit_parent.ttm,2024,1236332,1195950,40382
financial.income.net_profit_parent.ttm,2025,1251467,1233350,18117
financial.income.net_profit_parent.ttm,2026,868253,858826,9427
financial.income.nonoperating_expense.ttm,2010,452712,395530,57182
financial.income.nonoperating_expense.ttm,2011,536606,470394,66212
financial.income.nonoperating_expense.ttm,2012,586712,518439,68273
financial.income.nonoperating_expense.ttm,2013,587580,522992,64588
financial.income.nonoperating_expense.ttm,2014,620068,556467,63601
financial.income.nonoperating_expense.ttm,2015,665185,600041,65144
financial.income.nonoperating_expense.ttm,2016,704146,637148,66998
financial.income.nonoperating_expense.ttm,2017,799069,725073,73996
financial.income.nonoperating_expense.ttm,2018,856805,774177,82628
financial.income.nonoperating_expense.ttm,2019,890261,806509,83752
financial.income.nonoperating_expense.ttm,2020,952002,864496,87506
financial.income.nonoperating_expense.ttm,2021,1062390,976411,85979
financial.income.nonoperating_expense.ttm,2022,1149262,1060475,88787
financial.income.nonoperating_expense.ttm,2023,1211954,1096306,115648
financial.income.nonoperating_expense.ttm,2024,1236332,1137040,99292
financial.income.nonoperating_expense.ttm,2025,1251467,1183471,67996
financial.income.nonoperating_expense.ttm,2026,868253,818074,50179
financial.income.nonoperating_income.ttm,2010,452712,411161,41551
financial.income.nonoperating_income.ttm,2011,536606,494988,41618
financial.income.nonoperating_income.ttm,2012,586712,550099,36613
financial.income.nonoperating_income.ttm,2013,587580,553823,33757
financial.income.nonoperating_income.ttm,2014,620068,588572,31496
financial.income.nonoperating_income.ttm,2015,665185,635724,29461
financial.income.nonoperating_income.ttm,2016,704146,676639,27507
financial.income.nonoperating_income.ttm,2017,799069,765201,33868
financial.income.nonoperating_income.ttm,2018,856805,799240,57565
financial.income.nonoperating_income.ttm,2019,890261,815789,74472
financial.income.nonoperating_income.ttm,2020,952002,864270,87732
financial.income.nonoperating_income.ttm,2021,1062390,966992,95398
financial.income.nonoperating_income.ttm,2022,1149262,1054286,94976
financial.income.nonoperating_income.ttm,2023,1211954,1087266,124688
financial.income.nonoperating_income.ttm,2024,1236332,1125230,111102
financial.income.nonoperating_income.ttm,2025,1251467,1166103,85364
financial.income.nonoperating_income.ttm,2026,868253,807967,60286
financial.income.operating_cost.ttm,2010,452712,421121,31591
financial.income.operating_cost.ttm,2011,536606,505013,31593
financial.income.operating_cost.ttm,2012,586712,558891,27821
financial.income.operating_cost.ttm,2013,587580,559407,28173
financial.income.operating_cost.ttm,2014,620068,592013,28055
financial.income.operating_cost.ttm,2015,665185,636745,28440
financial.income.operating_cost.ttm,2016,704146,674197,29949
financial.income.operating_cost.ttm,2017,799069,761438,37631
financial.income.operating_cost.ttm,2018,856805,816037,40768
financial.income.operating_cost.ttm,2019,890261,846599,43662
financial.income.operating_cost.ttm,2020,952002,903487,48515
financial.income.operating_cost.ttm,2021,1062390,1013488,48902
financial.income.operating_cost.ttm,2022,1149262,1101832,47430
financial.income.operating_cost.ttm,2023,1211954,1130312,81642
financial.income.operating_cost.ttm,2024,1236332,1168359,67973
financial.income.operating_cost.ttm,2025,1251467,1207205,44262
financial.income.operating_cost.ttm,2026,868253,840094,28159
financial.income.operating_revenue.ttm,2010,452712,428978,23734
financial.income.operating_revenue.ttm,2011,536606,514130,22476
financial.income.operating_revenue.ttm,2012,586712,568984,17728
financial.income.operating_revenue.ttm,2013,587580,569014,18566
financial.income.operating_revenue.ttm,2014,620068,604269,15799
financial.income.operating_revenue.ttm,2015,665185,649540,15645
financial.income.operating_revenue.ttm,2016,704146,686893,17253
financial.income.operating_revenue.ttm,2017,799069,776316,22753
financial.income.operating_revenue.ttm,2018,856805,832560,24245
financial.income.operating_revenue.ttm,2019,890261,866279,23982
financial.income.operating_revenue.ttm,2020,952002,925147,26855
financial.income.operating_revenue.ttm,2021,1062390,1036596,25794
financial.income.operating_revenue.ttm,2022,1149262,1125887,23375
financial.income.operating_revenue.ttm,2023,1211954,1158016,53938
financial.income.operating_revenue.ttm,2024,1236332,1195105,41227
financial.income.operating_revenue.ttm,2025,1251467,1232956,18511
financial.income.operating_revenue.ttm,2026,868253,858572,9681
financial.income.rd_expense.ttm,2010,452712,242,452470
financial.income.rd_expense.ttm,2011,536606,244,536362
financial.income.rd_expense.ttm,2012,586712,243,586469
financial.income.rd_expense.ttm,2013,587580,238,587342
financial.income.rd_expense.ttm,2014,620068,245,619823
financial.income.rd_expense.ttm,2015,665185,244,664941
financial.income.rd_expense.ttm,2016,704146,244,703902
financial.income.rd_expense.ttm,2017,799069,244,798825
financial.income.rd_expense.ttm,2018,856805,796,856009
financial.income.rd_expense.ttm,2019,890261,179336,710925
financial.income.rd_expense.ttm,2020,952002,767626,184376
financial.income.rd_expense.ttm,2021,1062390,901036,161354
financial.income.rd_expense.ttm,2022,1149262,998697,150565
financial.income.rd_expense.ttm,2023,1211954,1041468,170486
financial.income.rd_expense.ttm,2024,1236332,1082697,153635
financial.income.rd_expense.ttm,2025,1251467,1116698,134769
financial.income.rd_expense.ttm,2026,868253,784316,83937
financial.income.total_revenue.latest_fy,2010,452712,450859,1853
financial.income.total_revenue.latest_fy,2011,536606,534743,1863
financial.income.total_revenue.latest_fy,2012,586712,585043,1669
financial.income.total_revenue.latest_fy,2013,587580,586702,878
financial.income.total_revenue.latest_fy,2014,620068,619476,592
financial.income.total_revenue.latest_fy,2015,665185,664849,336
financial.income.total_revenue.latest_fy,2016,704146,703893,253
financial.income.total_revenue.latest_fy,2017,799069,799018,51
financial.income.total_revenue.latest_fy,2018,856805,856805,0
financial.income.total_revenue.latest_fy,2019,890261,890261,0
financial.income.total_revenue.latest_fy,2020,952002,951788,214
financial.income.total_revenue.latest_fy,2021,1062390,1062237,153
financial.income.total_revenue.latest_fy,2022,1149262,1148852,410
financial.income.total_revenue.latest_fy,2023,1211954,1211634,320
financial.income.total_revenue.latest_fy,2024,1236332,1236080,252
financial.income.total_revenue.latest_fy,2025,1251467,1251318,149
financial.income.total_revenue.latest_fy,2026,868253,868086,167
financial.income.total_revenue.ttm,2010,452712,428978,23734
financial.income.total_revenue.ttm,2011,536606,514202,22404
financial.income.total_revenue.ttm,2012,586712,569029,17683
financial.income.total_revenue.ttm,2013,587580,569058,18522
financial.income.total_revenue.ttm,2014,620068,604269,15799
financial.income.total_revenue.ttm,2015,665185,649540,15645
financial.income.total_revenue.ttm,2016,704146,686893,17253
financial.income.total_revenue.ttm,2017,799069,776316,22753
financial.income.total_revenue.ttm,2018,856805,832560,24245
financial.income.total_revenue.ttm,2019,890261,866447,23814
financial.income.total_revenue.ttm,2020,952002,925226,26776
financial.income.total_revenue.ttm,2021,1062390,1036596,25794
financial.income.total_revenue.ttm,2022,1149262,1126016,23246
financial.income.total_revenue.ttm,2023,1211954,1158258,53696
financial.income.total_revenue.ttm,2024,1236332,1195347,40985
financial.income.total_revenue.ttm,2025,1251467,1233160,18307
financial.income.total_revenue.ttm,2026,868253,858739,9514
