field_id,report_year,company_type,retained_observation_rows,unavailable_source_fact,out_of_reporting_scope,inapplicable_company_type,out_of_period_scope,eligible_source_null,eligible_source_non_null
financial.balance_sheet.goodwill.latest_reported,2011,3,23,10,0,0,0,5,8
financial.balance_sheet.goodwill.latest_reported,2011,4,170,0,0,0,0,93,77
financial.balance_sheet.goodwill.latest_reported,2012,1,19490,0,0,0,0,12078,7412
financial.balance_sheet.goodwill.latest_reported,2012,2,177,8,0,0,0,113,56
financial.balance_sheet.goodwill.latest_reported,2012,3,29,18,0,0,0,3,8
financial.balance_sheet.goodwill.latest_reported,2012,4,220,2,0,0,0,110,108
financial.balance_sheet.goodwill.latest_reported,2012,7,1,0,0,1,0,0,0
financial.balance_sheet.goodwill.latest_reported,2013,1,17719,0,0,0,0,11010,6709
financial.balance_sheet.goodwill.latest_reported,2013,2,155,10,0,0,0,93,52
financial.balance_sheet.goodwill.latest_reported,2013,3,28,16,0,0,0,4,8
financial.balance_sheet.goodwill.latest_reported,2013,4,196,4,0,0,0,68,124
financial.balance_sheet.goodwill.latest_reported,2013,7,1,0,0,1,0,0,0
financial.balance_sheet.goodwill.latest_reported,2014,1,18669,0,0,0,0,11103,7566
financial.balance_sheet.goodwill.latest_reported,2014,2,160,10,0,0,0,97,53
financial.balance_sheet.goodwill.latest_reported,2014,3,28,14,0,0,0,6,8
financial.balance_sheet.goodwill.latest_reported,2014,4,189,2,0,0,0,21,166
financial.balance_sheet.goodwill.latest_reported,2014,7,2,0,0,2,0,0,0
financial.balance_sheet.goodwill.latest_reported,2015,1,16787,0,0,0,0,9275,7512
financial.balance_sheet.goodwill.latest_reported,2015,2,159,4,0,0,0,110,45
financial.balance_sheet.goodwill.latest_reported,2015,3,23,2,0,0,0,10,11
financial.balance_sheet.goodwill.latest_reported,2015,4,171,0,0,0,0,26,145
financial.balance_sheet.goodwill.latest_reported,2015,7,2,0,0,2,0,0,0
financial.balance_sheet.goodwill.latest_reported,2016,1,21094,0,0,0,0,10803,10291
financial.balance_sheet.goodwill.latest_reported,2016,2,222,6,0,0,0,155,61
financial.balance_sheet.goodwill.latest_reported,2016,3,29,0,0,0,0,13,16
financial.balance_sheet.goodwill.latest_reported,2016,4,199,0,0,0,0,29,170
financial.balance_sheet.goodwill.latest_reported,2016,7,3,0,0,3,0,0,0
financial.balance_sheet.goodwill.latest_reported,2017,1,22766,0,0,0,0,11225,11541
financial.balance_sheet.goodwill.latest_reported,2017,2,236,4,0,0,0,170,62
financial.balance_sheet.goodwill.latest_reported,2017,3,31,0,0,0,0,14,17
financial.balance_sheet.goodwill.latest_reported,2017,4,215,0,0,0,0,35,180
financial.balance_sheet.goodwill.latest_reported,2017,7,3,0,0,3,0,0,0
financial.balance_sheet.goodwill.latest_reported,2018,1,26849,6,0,0,0,12449,14394
financial.balance_sheet.goodwill.latest_reported,2018,2,283,4,0,0,0,210,69
financial.balance_sheet.goodwill.latest_reported,2018,3,40,0,0,0,0,19,21
financial.balance_sheet.goodwill.latest_reported,2018,4,270,0,0,0,0,49,221
financial.balance_sheet.goodwill.latest_reported,2018,7,2,0,0,2,0,0,0
financial.balance_sheet.goodwill.latest_reported,2019,1,24846,74,0,0,0,12084,12688
financial.balance_sheet.goodwill.latest_reported,2019,2,253,0,0,0,0,197,56
financial.balance_sheet.goodwill.latest_reported,2019,3,31,0,0,0,0,15,16
financial.balance_sheet.goodwill.latest_reported,2019,4,243,0,0,0,0,52,191
financial.balance_sheet.goodwill.latest_reported,2019,7,4,0,0,4,0,0,0
financial.balance_sheet.goodwill.latest_reported,2020,1,27645,92,0,0,0,14027,13526
financial.balance_sheet.goodwill.latest_reported,2020,2,280,0,0,0,0,216,64
financial.balance_sheet.goodwill.latest_reported,2020,3,36,0,0,0,0,21,15
financial.balance_sheet.goodwill.latest_reported,2020,4,254,0,0,0,0,53,201
financial.balance_sheet.goodwill.latest_reported,2020,7,3,0,0,3,0,0,0
financial.balance_sheet.goodwill.latest_reported,2021,1,27375,68,0,0,0,13886,13421
financial.balance_sheet.goodwill.latest_reported,2021,2,315,18,0,0,0,230,67
financial.balance_sheet.goodwill.latest_reported,2021,3,41,0,0,0,0,25,16
financial.balance_sheet.goodwill.latest_reported,2021,4,261,2,0,0,0,55,204
financial.balance_sheet.goodwill.latest_reported,2021,7,4,0,0,4,0,0,0
financial.balance_sheet.goodwill.latest_reported,2022,1,26394,2128,0,0,0,12419,11847
financial.balance_sheet.goodwill.latest_reported,2022,2,307,122,0,0,0,145,40
financial.balance_sheet.goodwill.latest_reported,2022,3,35,14,0,0,0,9,12
financial.balance_sheet.goodwill.latest_reported,2022,4,229,6,0,0,0,46,177
financial.balance_sheet.goodwill.latest_reported,2022,7,7,0,0,7,0,0,0
financial.balance_sheet.goodwill.latest_reported,2023,1,32691,558,0,0,0,16205,15928
financial.balance_sheet.goodwill.latest_reported,2023,2,335,128,0,0,0,153,54
financial.balance_sheet.goodwill.latest_reported,2023,3,37,24,0,0,0,6,7
financial.balance_sheet.goodwill.latest_reported,2023,4,278,4,0,0,0,41,233
financial.balance_sheet.goodwill.latest_reported,2023,7,8,0,0,8,0,0,0
financial.balance_sheet.goodwill.latest_reported,2024,1,21760,1854,0,0,0,10033,9873
financial.balance_sheet.goodwill.latest_reported,2024,2,260,134,0,0,0,100,26
financial.balance_sheet.goodwill.latest_reported,2024,3,29,14,0,0,0,7,8
financial.balance_sheet.goodwill.latest_reported,2024,4,186,6,0,0,0,28,152
financial.balance_sheet.goodwill.latest_reported,2024,7,8,0,0,8,0,0,0
financial.balance_sheet.goodwill.latest_reported,2025,1,22233,2244,0,0,0,10147,9842
financial.balance_sheet.goodwill.latest_reported,2025,2,257,132,0,0,0,94,31
financial.balance_sheet.goodwill.latest_reported,2025,3,31,22,0,0,0,6,3
financial.balance_sheet.goodwill.latest_reported,2025,4,182,0,0,0,0,32,150
financial.balance_sheet.goodwill.latest_reported,2025,7,13,0,0,13,0,0,0
financial.balance_sheet.goodwill.latest_reported,2026,1,10082,3695,0,0,0,3265,3122
financial.balance_sheet.goodwill.latest_reported,2026,2,116,84,0,0,0,23,9
financial.balance_sheet.goodwill.latest_reported,2026,3,13,10,0,0,0,2,1
financial.balance_sheet.goodwill.latest_reported,2026,4,86,32,0,0,0,11,43
financial.balance_sheet.goodwill.latest_reported,2026,7,6,0,0,6,0,0,0
financial.balance_sheet.inventories.latest_reported,1989,1,9,0,0,0,0,5,4
financial.balance_sheet.inventories.latest_reported,1989,2,1,0,0,0,0,1,0
financial.balance_sheet.inventories.latest_reported,1990,1,94,0,0,0,0,66,28
financial.balance_sheet.inventories.latest_reported,1990,2,1,0,0,0,0,1,0
financial.balance_sheet.inventories.latest_reported,1991,1,140,0,0,0,0,81,59
financial.balance_sheet.inventories.latest_reported,1991,2,1,0,0,0,0,1,0
financial.balance_sheet.inventories.latest_reported,1992,1,293,0,0,0,0,68,225
financial.balance_sheet.inventories.latest_reported,1992,2,1,0,0,0,0,1,0
financial.balance_sheet.inventories.latest_reported,1993,1,638,0,0,0,0,139,499
financial.balance_sheet.inventories.latest_reported,1993,2,1,0,0,0,0,0,1
financial.balance_sheet.inventories.latest_reported,1993,4,2,0,0,0,0,2,0
financial.balance_sheet.inventories.latest_reported,1994,1,1013,0,0,0,0,378,635
financial.balance_sheet.inventories.latest_reported,1994,2,2,0,0,0,0,1,1
financial.balance_sheet.inventories.latest_reported,1994,4,2,0,0,0,0,2,0
financial.balance_sheet.inventories.latest_reported,1995,1,1159,0,0,0,0,343,816
financial.balance_sheet.inventories.latest_reported,1995,2,2,0,0,0,0,0,2
financial.balance_sheet.inventories.latest_reported,1995,4,2,0,0,0,0,2,0
financial.balance_sheet.inventories.latest_reported,1996,1,1434,0,0,0,0,448,986
financial.balance_sheet.inventories.latest_reported,1996,2,3,0,0,0,0,1,2
financial.balance_sheet.inventories.latest_reported,1996,4,2,0,0,0,0,1,1
financial.balance_sheet.inventories.latest_reported,1997,1,1812,0,0,0,0,683,1129
financial.balance_sheet.inventories.latest_reported,1997,2,4,0,0,0,0,2,2
financial.balance_sheet.inventories.latest_reported,1997,4,2,0,0,0,0,1,1
financial.balance_sheet.inventories.latest_reported,1998,1,1952,0,0,0,0,8,1944
financial.balance_sheet.inventories.latest_reported,1998,2,4,0,0,0,0,2,2
financial.balance_sheet.inventories.latest_reported,1998,4,2,0,0,0,0,0,2
financial.balance_sheet.inventories.latest_reported,1999,1,2136,0,0,0,0,11,2125
financial.balance_sheet.inventories.latest_reported,1999,2,6,0,0,0,0,4,2
financial.balance_sheet.inventories.latest_reported,1999,4,3,0,0,0,0,1,2
financial.balance_sheet.inventories.latest_reported,2000,1,2351,0,0,0,0,15,2336
financial.balance_sheet.inventories.latest_reported,2000,2,9,0,0,0,0,8,1
financial.balance_sheet.inventories.latest_reported,2000,4,3,0,0,0,0,1,2
financial.balance_sheet.inventories.latest_reported,2001,1,2671,0,0,0,0,56,2615
financial.balance_sheet.inventories.latest_reported,2001,2,14,0,0,0,0,14,0
financial.balance_sheet.inventories.latest_reported,2001,4,3,0,0,0,0,1,2
financial.balance_sheet.inventories.latest_reported,2002,1,4946,0,0,0,0,176,4770
financial.balance_sheet.inventories.latest_reported,2002,2,24,0,0,0,0,24,0
financial.balance_sheet.inventories.latest_reported,2002,4,8,0,0,0,0,6,2
financial.balance_sheet.inventories.latest_reported,2003,1,5232,0,0,0,0,156,5076
financial.balance_sheet.inventories.latest_reported,2003,2,29,0,0,0,0,29,0
financial.balance_sheet.inventories.latest_reported,2003,3,2,0,0,0,0,2,0
financial.balance_sheet.inventories.latest_reported,2003,4,10,0,0,0,0,8,2
financial.balance_sheet.inventories.latest_reported,2004,1,5648,0,0,0,0,117,5531
financial.balance_sheet.inventories.latest_reported,2004,2,33,0,0,0,0,33,0
financial.balance_sheet.inventories.latest_reported,2004,3,3,0,0,0,0,3,0
financial.balance_sheet.inventories.latest_reported,2004,4,11,0,0,0,0,11,0
financial.balance_sheet.inventories.latest_reported,2005,1,7518,0,0,0,0,147,7371
financial.balance_sheet.inventories.latest_reported,2005,2,68,0,0,0,0,68,0
financial.balance_sheet.inventories.latest_reported,2005,3,10,0,0,0,0,10,0
financial.balance_sheet.inventories.latest_reported,2005,4,20,0,0,0,0,20,0
financial.balance_sheet.inventories.latest_reported,2006,1,9031,0,0,0,0,182,8849
financial.balance_sheet.inventories.latest_reported,2006,2,71,0,0,0,0,71,0
financial.balance_sheet.inventories.latest_reported,2006,3,9,0,0,0,0,9,0
financial.balance_sheet.inventories.latest_reported,2006,4,28,0,0,0,0,28,0
financial.balance_sheet.inventories.latest_reported,2007,1,12166,0,0,0,0,236,11930
financial.balance_sheet.inventories.latest_reported,2007,2,134,4,0,0,0,130,0
financial.balance_sheet.inventories.latest_reported,2007,3,22,0,0,0,0,22,0
financial.balance_sheet.inventories.latest_reported,2007,4,98,0,0,0,0,95,3
financial.balance_sheet.inventories.latest_reported,2008,1,13106,0,0,0,0,290,12816
financial.balance_sheet.inventories.latest_reported,2008,2,146,6,0,0,0,140,0
financial.balance_sheet.inventories.latest_reported,2008,3,25,2,0,0,0,23,0
financial.balance_sheet.inventories.latest_reported,2008,4,161,0,0,0,0,161,0
financial.balance_sheet.inventories.latest_reported,2009,1,10534,0,0,0,0,285,10249
financial.balance_sheet.inventories.latest_reported,2009,2,125,4,0,0,0,121,0
financial.balance_sheet.inventories.latest_reported,2009,3,19,2,0,0,0,17,0
financial.balance_sheet.inventories.latest_reported,2009,4,134,0,0,0,0,134,0
financial.balance_sheet.inventories.latest_reported,2010,1,13659,0,0,0,0,404,13255
financial.balance_sheet.inventories.latest_reported,2010,2,151,12,0,0,0,139,0
financial.balance_sheet.inventories.latest_reported,2010,3,19,6,0,0,0,11,2
financial.balance_sheet.inventories.latest_reported,2010,4,182,0,0,0,0,182,0
financial.balance_sheet.inventories.latest_reported,2011,1,15788,0,0,0,0,460,15328
financial.balance_sheet.inventories.latest_reported,2011,2,156,14,0,0,0,142,0
financial.balance_sheet.inventories.latest_reported,2011,3,23,10,0,0,0,13,0
financial.balance_sheet.inventories.latest_reported,2011,4,170,0,0,0,0,170,0
financial.balance_sheet.inventories.latest_reported,2012,1,19490,0,0,0,0,559,18931
financial.balance_sheet.inventories.latest_reported,2012,2,177,8,0,0,0,169,0
financial.balance_sheet.inventories.latest_reported,2012,3,29,18,0,0,0,9,2
financial.balance_sheet.inventories.latest_reported,2012,4,220,2,0,0,0,218,0
financial.balance_sheet.inventories.latest_reported,2012,7,1,0,0,1,0,0,0
financial.balance_sheet.inventories.latest_reported,2013,1,17719,0,0,0,0,538,17181
financial.balance_sheet.inventories.latest_reported,2013,2,155,10,0,0,0,145,0
financial.balance_sheet.inventories.latest_reported,2013,3,28,16,0,0,0,6,6
financial.balance_sheet.inventories.latest_reported,2013,4,196,4,0,0,0,192,0
financial.balance_sheet.inventories.latest_reported,2013,7,1,0,0,1,0,0,0
financial.balance_sheet.inventories.latest_reported,2014,1,18669,0,0,0,0,538,18131
financial.balance_sheet.inventories.latest_reported,2014,2,160,10,0,0,0,150,0
financial.balance_sheet.inventories.latest_reported,2014,3,28,14,0,0,0,10,4
financial.balance_sheet.inventories.latest_reported,2014,4,189,2,0,0,0,186,1
financial.balance_sheet.inventories.latest_reported,2014,7,2,0,0,2,0,0,0
financial.balance_sheet.inventories.latest_reported,2015,1,16787,0,0,0,0,513,16274
financial.balance_sheet.inventories.latest_reported,2015,2,159,4,0,0,0,155,0
financial.balance_sheet.inventories.latest_reported,2015,3,23,2,0,0,0,21,0
financial.balance_sheet.inventories.latest_reported,2015,4,171,0,0,0,0,171,0
financial.balance_sheet.inventories.latest_reported,2015,7,2,0,0,2,0,0,0
financial.balance_sheet.inventories.latest_reported,2016,1,21094,0,0,0,0,605,20489
financial.balance_sheet.inventories.latest_reported,2016,2,222,6,0,0,0,216,0
financial.balance_sheet.inventories.latest_reported,2016,3,29,0,0,0,0,29,0
financial.balance_sheet.inventories.latest_reported,2016,4,199,0,0,0,0,199,0
financial.balance_sheet.inventories.latest_reported,2016,7,3,0,0,3,0,0,0
financial.balance_sheet.inventories.latest_reported,2017,1,22766,0,0,0,0,579,22187
financial.balance_sheet.inventories.latest_reported,2017,2,236,4,0,0,0,232,0
financial.balance_sheet.inventories.latest_reported,2017,3,31,0,0,0,0,31,0
financial.balance_sheet.inventories.latest_reported,2017,4,215,0,0,0,0,215,0
financial.balance_sheet.inventories.latest_reported,2017,7,3,0,0,3,0,0,0
financial.balance_sheet.inventories.latest_reported,2018,1,26849,6,0,0,0,574,26269
financial.balance_sheet.inventories.latest_reported,2018,2,283,4,0,0,0,279,0
financial.balance_sheet.inventories.latest_reported,2018,3,40,0,0,0,0,40,0
financial.balance_sheet.inventories.latest_reported,2018,4,270,0,0,0,0,270,0
financial.balance_sheet.inventories.latest_reported,2018,7,2,0,0,2,0,0,0
financial.balance_sheet.inventories.latest_reported,2019,1,24846,74,0,0,0,551,24221
financial.balance_sheet.inventories.latest_reported,2019,2,253,0,0,0,0,253,0
financial.balance_sheet.inventories.latest_reported,2019,3,31,0,0,0,0,31,0
financial.balance_sheet.inventories.latest_reported,2019,4,243,0,0,0,0,243,0
financial.balance_sheet.inventories.latest_reported,2019,7,4,0,0,4,0,0,0
financial.balance_sheet.inventories.latest_reported,2020,1,27645,92,0,0,0,549,27004
financial.balance_sheet.inventories.latest_reported,2020,2,280,0,0,0,0,280,0
financial.balance_sheet.inventories.latest_reported,2020,3,36,0,0,0,0,36,0
financial.balance_sheet.inventories.latest_reported,2020,4,254,0,0,0,0,254,0
financial.balance_sheet.inventories.latest_reported,2020,7,3,0,0,3,0,0,0
financial.balance_sheet.inventories.latest_reported,2021,1,27375,68,0,0,0,450,26857
financial.balance_sheet.inventories.latest_reported,2021,2,315,18,0,0,0,297,0
financial.balance_sheet.inventories.latest_reported,2021,3,41,0,0,0,0,41,0
financial.balance_sheet.inventories.latest_reported,2021,4,261,2,0,0,0,259,0
financial.balance_sheet.inventories.latest_reported,2021,7,4,0,0,4,0,0,0
financial.balance_sheet.inventories.latest_reported,2022,1,26394,2128,0,0,0,435,23831
financial.balance_sheet.inventories.latest_reported,2022,2,307,122,0,0,0,185,0
financial.balance_sheet.inventories.latest_reported,2022,3,35,14,0,0,0,21,0
financial.balance_sheet.inventories.latest_reported,2022,4,229,6,0,0,0,223,0
financial.balance_sheet.inventories.latest_reported,2022,7,7,0,0,7,0,0,0
financial.balance_sheet.inventories.latest_reported,2023,1,32691,558,0,0,0,511,31622
financial.balance_sheet.inventories.latest_reported,2023,2,335,128,0,0,0,207,0
financial.balance_sheet.inventories.latest_reported,2023,3,37,24,0,0,0,13,0
financial.balance_sheet.inventories.latest_reported,2023,4,278,4,0,0,0,274,0
financial.balance_sheet.inventories.latest_reported,2023,7,8,0,0,8,0,0,0
financial.balance_sheet.inventories.latest_reported,2024,1,21760,1854,0,0,0,276,19630
financial.balance_sheet.inventories.latest_reported,2024,2,260,134,0,0,0,126,0
financial.balance_sheet.inventories.latest_reported,2024,3,29,14,0,0,0,15,0
financial.balance_sheet.inventories.latest_reported,2024,4,186,6,0,0,0,180,0
financial.balance_sheet.inventories.latest_reported,2024,7,8,0,0,8,0,0,0
financial.balance_sheet.inventories.latest_reported,2025,1,22233,2244,0,0,0,281,19708
financial.balance_sheet.inventories.latest_reported,2025,2,257,132,0,0,0,125,0
financial.balance_sheet.inventories.latest_reported,2025,3,31,22,0,0,0,9,0
financial.balance_sheet.inventories.latest_reported,2025,4,182,0,0,0,0,182,0
financial.balance_sheet.inventories.latest_reported,2025,7,13,0,0,13,0,0,0
financial.balance_sheet.inventories.latest_reported,2026,1,10082,3695,0,0,0,81,6306
financial.balance_sheet.inventories.latest_reported,2026,2,116,84,0,0,0,32,0
financial.balance_sheet.inventories.latest_reported,2026,3,13,10,0,0,0,3,0
financial.balance_sheet.inventories.latest_reported,2026,4,86,32,0,0,0,54,0
financial.balance_sheet.inventories.latest_reported,2026,7,6,0,0,6,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,1989,1,9,0,0,0,0,9,0
financial.balance_sheet.long_term_borrowings.latest_reported,1989,2,1,0,0,0,0,1,0
financial.balance_sheet.long_term_borrowings.latest_reported,1990,1,94,0,0,0,0,67,27
financial.balance_sheet.long_term_borrowings.latest_reported,1990,2,1,0,0,0,0,1,0
financial.balance_sheet.long_term_borrowings.latest_reported,1991,1,140,0,0,0,0,97,43
financial.balance_sheet.long_term_borrowings.latest_reported,1991,2,1,0,0,0,0,1,0
financial.balance_sheet.long_term_borrowings.latest_reported,1992,1,293,0,0,0,0,130,163
financial.balance_sheet.long_term_borrowings.latest_reported,1992,2,1,0,0,0,0,1,0
financial.balance_sheet.long_term_borrowings.latest_reported,1993,1,638,0,0,0,0,272,366
financial.balance_sheet.long_term_borrowings.latest_reported,1993,2,1,0,0,0,0,1,0
financial.balance_sheet.long_term_borrowings.latest_reported,1993,4,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1994,1,1013,0,0,0,0,557,456
financial.balance_sheet.long_term_borrowings.latest_reported,1994,2,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1994,4,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1995,1,1159,0,0,0,0,541,618
financial.balance_sheet.long_term_borrowings.latest_reported,1995,2,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1995,4,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1996,1,1434,0,0,0,0,722,712
financial.balance_sheet.long_term_borrowings.latest_reported,1996,2,3,0,0,0,0,3,0
financial.balance_sheet.long_term_borrowings.latest_reported,1996,4,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1997,1,1812,0,0,0,0,1028,784
financial.balance_sheet.long_term_borrowings.latest_reported,1997,2,4,0,0,0,0,3,1
financial.balance_sheet.long_term_borrowings.latest_reported,1997,4,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1998,1,1952,0,0,0,0,607,1345
financial.balance_sheet.long_term_borrowings.latest_reported,1998,2,4,0,0,0,0,2,2
financial.balance_sheet.long_term_borrowings.latest_reported,1998,4,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,1999,1,2136,0,0,0,0,721,1415
financial.balance_sheet.long_term_borrowings.latest_reported,1999,2,6,0,0,0,0,5,1
financial.balance_sheet.long_term_borrowings.latest_reported,1999,4,3,0,0,0,0,3,0
financial.balance_sheet.long_term_borrowings.latest_reported,2000,1,2351,0,0,0,0,827,1524
financial.balance_sheet.long_term_borrowings.latest_reported,2000,2,9,0,0,0,0,8,1
financial.balance_sheet.long_term_borrowings.latest_reported,2000,4,3,0,0,0,0,1,2
financial.balance_sheet.long_term_borrowings.latest_reported,2001,1,2671,0,0,0,0,986,1685
financial.balance_sheet.long_term_borrowings.latest_reported,2001,2,14,0,0,0,0,12,2
financial.balance_sheet.long_term_borrowings.latest_reported,2001,4,3,0,0,0,0,1,2
financial.balance_sheet.long_term_borrowings.latest_reported,2002,1,4946,0,0,0,0,1890,3056
financial.balance_sheet.long_term_borrowings.latest_reported,2002,2,24,0,0,0,0,23,1
financial.balance_sheet.long_term_borrowings.latest_reported,2002,4,8,0,0,0,0,4,4
financial.balance_sheet.long_term_borrowings.latest_reported,2003,1,5232,0,0,0,0,1949,3283
financial.balance_sheet.long_term_borrowings.latest_reported,2003,2,29,0,0,0,0,29,0
financial.balance_sheet.long_term_borrowings.latest_reported,2003,3,2,0,0,0,0,2,0
financial.balance_sheet.long_term_borrowings.latest_reported,2003,4,10,0,0,0,0,6,4
financial.balance_sheet.long_term_borrowings.latest_reported,2004,1,5648,0,0,0,0,2122,3526
financial.balance_sheet.long_term_borrowings.latest_reported,2004,2,33,0,0,0,0,33,0
financial.balance_sheet.long_term_borrowings.latest_reported,2004,3,3,0,0,0,0,3,0
financial.balance_sheet.long_term_borrowings.latest_reported,2004,4,11,0,0,0,0,7,4
financial.balance_sheet.long_term_borrowings.latest_reported,2005,1,7518,0,0,0,0,3003,4515
financial.balance_sheet.long_term_borrowings.latest_reported,2005,2,68,0,0,0,0,66,2
financial.balance_sheet.long_term_borrowings.latest_reported,2005,3,10,0,0,0,0,8,2
financial.balance_sheet.long_term_borrowings.latest_reported,2005,4,20,0,0,0,0,18,2
financial.balance_sheet.long_term_borrowings.latest_reported,2006,1,9031,0,0,0,0,3570,5461
financial.balance_sheet.long_term_borrowings.latest_reported,2006,2,71,0,0,0,0,70,1
financial.balance_sheet.long_term_borrowings.latest_reported,2006,3,9,0,0,0,0,6,3
financial.balance_sheet.long_term_borrowings.latest_reported,2006,4,28,0,0,0,0,23,5
financial.balance_sheet.long_term_borrowings.latest_reported,2007,1,12166,0,0,0,0,5049,7117
financial.balance_sheet.long_term_borrowings.latest_reported,2007,2,134,4,0,0,0,128,2
financial.balance_sheet.long_term_borrowings.latest_reported,2007,3,22,0,0,0,0,15,7
financial.balance_sheet.long_term_borrowings.latest_reported,2007,4,98,0,0,0,0,93,5
financial.balance_sheet.long_term_borrowings.latest_reported,2008,1,13106,0,0,0,0,5773,7333
financial.balance_sheet.long_term_borrowings.latest_reported,2008,2,146,6,0,0,0,140,0
financial.balance_sheet.long_term_borrowings.latest_reported,2008,3,25,2,0,0,0,14,9
financial.balance_sheet.long_term_borrowings.latest_reported,2008,4,161,0,0,0,0,155,6
financial.balance_sheet.long_term_borrowings.latest_reported,2009,1,10534,0,0,0,0,4620,5914
financial.balance_sheet.long_term_borrowings.latest_reported,2009,2,125,4,0,0,0,118,3
financial.balance_sheet.long_term_borrowings.latest_reported,2009,3,19,2,0,0,0,10,7
financial.balance_sheet.long_term_borrowings.latest_reported,2009,4,134,0,0,0,0,127,7
financial.balance_sheet.long_term_borrowings.latest_reported,2010,1,13659,0,0,0,0,6110,7549
financial.balance_sheet.long_term_borrowings.latest_reported,2010,2,151,12,0,0,0,137,2
financial.balance_sheet.long_term_borrowings.latest_reported,2010,3,19,6,0,0,0,7,6
financial.balance_sheet.long_term_borrowings.latest_reported,2010,4,182,0,0,0,0,173,9
financial.balance_sheet.long_term_borrowings.latest_reported,2011,1,15788,0,0,0,0,7760,8028
financial.balance_sheet.long_term_borrowings.latest_reported,2011,2,156,14,0,0,0,142,0
financial.balance_sheet.long_term_borrowings.latest_reported,2011,3,23,10,0,0,0,7,6
financial.balance_sheet.long_term_borrowings.latest_reported,2011,4,170,0,0,0,0,157,13
financial.balance_sheet.long_term_borrowings.latest_reported,2012,1,19490,0,0,0,0,9128,10362
financial.balance_sheet.long_term_borrowings.latest_reported,2012,2,177,8,0,0,0,169,0
financial.balance_sheet.long_term_borrowings.latest_reported,2012,3,29,18,0,0,0,4,7
financial.balance_sheet.long_term_borrowings.latest_reported,2012,4,220,2,0,0,0,202,16
financial.balance_sheet.long_term_borrowings.latest_reported,2012,7,1,0,0,1,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2013,1,17719,0,0,0,0,8859,8860
financial.balance_sheet.long_term_borrowings.latest_reported,2013,2,155,10,0,0,0,145,0
financial.balance_sheet.long_term_borrowings.latest_reported,2013,3,28,16,0,0,0,5,7
financial.balance_sheet.long_term_borrowings.latest_reported,2013,4,196,4,0,0,0,170,22
financial.balance_sheet.long_term_borrowings.latest_reported,2013,7,1,0,0,1,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2014,1,18669,0,0,0,0,9276,9393
financial.balance_sheet.long_term_borrowings.latest_reported,2014,2,160,10,0,0,0,150,0
financial.balance_sheet.long_term_borrowings.latest_reported,2014,3,28,14,0,0,0,3,11
financial.balance_sheet.long_term_borrowings.latest_reported,2014,4,189,2,0,0,0,137,50
financial.balance_sheet.long_term_borrowings.latest_reported,2014,7,2,0,0,2,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2015,1,16787,0,0,0,0,8411,8376
financial.balance_sheet.long_term_borrowings.latest_reported,2015,2,159,4,0,0,0,155,0
financial.balance_sheet.long_term_borrowings.latest_reported,2015,3,23,2,0,0,0,6,15
financial.balance_sheet.long_term_borrowings.latest_reported,2015,4,171,0,0,0,0,109,62
financial.balance_sheet.long_term_borrowings.latest_reported,2015,7,2,0,0,2,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2016,1,21094,0,0,0,0,10534,10560
financial.balance_sheet.long_term_borrowings.latest_reported,2016,2,222,6,0,0,0,216,0
financial.balance_sheet.long_term_borrowings.latest_reported,2016,3,29,0,0,0,0,17,12
financial.balance_sheet.long_term_borrowings.latest_reported,2016,4,199,0,0,0,0,135,64
financial.balance_sheet.long_term_borrowings.latest_reported,2016,7,3,0,0,3,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2017,1,22766,0,0,0,0,11198,11568
financial.balance_sheet.long_term_borrowings.latest_reported,2017,2,236,4,0,0,0,232,0
financial.balance_sheet.long_term_borrowings.latest_reported,2017,3,31,0,0,0,0,19,12
financial.balance_sheet.long_term_borrowings.latest_reported,2017,4,215,0,0,0,0,145,70
financial.balance_sheet.long_term_borrowings.latest_reported,2017,7,3,0,0,3,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2018,1,26849,6,0,0,0,12699,14144
financial.balance_sheet.long_term_borrowings.latest_reported,2018,2,283,4,0,0,0,279,0
financial.balance_sheet.long_term_borrowings.latest_reported,2018,3,40,0,0,0,0,25,15
financial.balance_sheet.long_term_borrowings.latest_reported,2018,4,270,0,0,0,0,185,85
financial.balance_sheet.long_term_borrowings.latest_reported,2018,7,2,0,0,2,0,0,0
financial.balance_sheet.long_term_borrowings.latest_reported,2019,1,24846,74,0,0,0,11849,12923
